daily,index,cumsum,cs_mv14d,d_mv14d,cs_savgol,d_savgol
240,69,54121,54096.28571428572,370.0714285714348,54064.237419267505,383.52427631158207
118,70,54239,54462.142857142855,365.85714285713766,54439.82921240136,375.5917931338554
476,71,54715,54802.78571428572,340.64285714286234,54809.597897320906,369.7686849195452
395,72,55110,55125.28571428572,322.5,55132.24412074524,322.6462234243372
321,73,55431,55435.857142857145,310.57142857142753,55429.258428822344,297.0143080771013
305,74,55736,55719.857142857145,284.0,55697.550467632,268.2920388096536
346,75,56082,55987.07142857143,267.2142857142826,55946.43458426683,248.88411663483566
147,76,56229,56245.92857142857,258.85714285714494,56200.9144094842,254.47982521736412
81,77,56310,56501.71428571428,255.78571428571013,56453.94518903297,253.03077954877517
317,78,56627,56745.92857142857,244.21428571428987,56706.528253721386,252.5830646884133
292,79,56919,56976.357142857145,230.42857142857247,56932.94772212488,226.41946840349556
385,80,57304,57196.857142857145,220.5,57153.78571998787,220.83799786298914
70,81,57374,57407.78571428572,210.92857142857247,57364.95081657234,211.1650965844674
248,82,57622,57605.78571428572,198.0,57572.03610913295,207.08529256060865
123,83,57745,57797.642857142855,191.85714285713766,57768.23614179265,196.20003265970445
75,84,57820,57987.21428571428,189.57142857142753,57964.43492782186,196.19878602920653
314,85,58134,58158.357142857145,171.14285714286234,58158.84111346381,194.4061856419503
202,86,58336,58321.57142857143,163.2142857142826,58327.91746223519,169.0763487713848
182,87,58518,58468.642857142855,147.07142857142753,58484.86070852119,156.9432462859986
171,88,58689,58623.0,154.35714285714494,58629.09520260988,144.23449408869055
165,89,58854,58770.642857142855,147.64285714285506,58760.82495769645,131.72975508656964
61,90,58915,58914.42857142857,143.7857142857174,58882.73413900644,121.90918130998762
49,91,58964,59056.642857142855,142.2142857142826,59006.60959424575,123.87545523930748
59,92,59023,59187.28571428572,130.64285714286234,59137.18602581927,130.5764315735214
181,93,59204,59313.857142857145,126.57142857142753,59257.504193180284,120.3181673610161
159,94,59363,59435.92857142857,122.07142857142753,59375.393077480745,117.88888430046063
172,95,59535,59552.57142857143,116.64285714285506,59488.146204422905,112.75312694215972
154,96,59689,59663.78571428572,111.21428571428987,59616.621421706404,128.47521728349966
69,97,59758,59774.142857142855,110.35714285713766,59740.105516811884,123.48409510547935
53,98,59811,59882.57142857143,108.42857142857247,59863.574148744585,123.4686319327011
152,99,59963,59997.28571428572,114.71428571428987,59987.72308029145,124.14893154686433
145,100,60108,60106.142857142855,108.85714285713766,60096.6987566301,108.97567633865401
119,101,60227,60212.42857142857,106.2857142857174,60201.45887996914,104.76012333903782
95,102,60322,60314.142857142855,101.7142857142826,60295.83759435112,94.37871438197908
89,103,60411,60413.5,99.35714285714494,60384.42411684326,88.58652249214356
49,104,60460,60511.5,98.0,60468.46492150608,84.04080466281448
22,105,60482,60607.142857142855,95.64285714285506,60552.760745896965,84.29582439088699
147,106,60629,60702.142857142855,95.0,60644.1573199621,91.39657406513288
99,107,60728,60794.642857142855,92.5,60740.09787309682,95.940553134722
123,108,60851,60885.78571428572,91.14285714286234,60836.185551210714,96.08767811389407
108,109,60959,60975.57142857143,89.78571428571013,60933.00527065927,96.81971944855468
121,110,61080,61067.07142857143,91.5,61028.180036710335,95.1747660510664
50,111,61130,61158.0,90.92857142857247,61123.068606341396,94.88856963106082
20,112,61150,61249.07142857143,91.07142857142753,61216.517284528505,93.44867818710918
143,113,61293,61338.71428571428,89.64285714285506,61309.80427118279,93.28698665428237
110,114,61403,61428.42857142857,89.71428571428987,61395.865440451715,86.06116926892719
100,115,61503,61519.0,90.57142857142753,61480.45912787906,84.5936874273466
76,116,61579,61608.5,89.5,61564.68648361919,84.22735574012768
113,117,61692,61696.07142857143,87.57142857142753,61651.321503713436,86.63502009424701
41,118,61733,61784.642857142855,88.57142857142753,61738.087245995135,86.7657422816992
24,119,61757,61873.5,88.85714285714494,61820.831697352114,82.74445135697897
127,120,61884,61960.142857142855,86.64285714285506,61909.24135976024,88.4096624081285
100,121,61984,62046.0,85.85714285714494,61995.9967860935,86.75542633325676
135,122,62119,62134.5,88.5,62089.18755919168,93.19077309818385
93,123,62212,62226.42857142857,91.92857142857247,62180.543081000156,91.35552180847299
94,124,62306,62319.357142857145,92.92857142857247,62275.23696730389,94.69388630373578
64,125,62370,62413.78571428572,94.42857142857247,62366.32382094973,91.08685364583653
24,126,62394,62509.57142857143,95.78571428571013,62442.43217468481,76.10835373507871
112,127,62506,62612.28571428572,102.71428571428987,62533.07303692515,90.64086224033963
99,128,62605,62722.642857142855,110.35714285713766,62610.66152246602,77.58848554087308
137,129,62742,62841.92857142857,119.2857142857174,62705.51588737988,94.85436491385917
124,130,62866,62970.71428571428,128.78571428571013,62815.22658880348,109.71070142360259
127,131,62993,63112.357142857145,141.64285714286234,62948.47280125149,133.246212448008
62,132,63055,63258.71428571428,146.35714285713766,63087.8781773545,139.40537610300817
43,133,63098,63407.92857142857,149.21428571428987,63220.0950562724,132.21687891790498
224,134,63322,63580.78571428572,172.85714285714494,63365.13422914269,145.0391728702889
207,135,63529,63756.92857142857,176.14285714285506,63530.78157089034,165.6473417476518
260,136,63789,63962.78571428572,205.85714285714494,63725.355425951304,194.57385506096034
226,137,64015,64191.142857142855,228.35714285713766,63937.28738570802,211.93195975671551
274,138,64289,64445.857142857145,254.71428571428987,64177.694449212846,240.4070635048265
130,139,64419,64712.5,266.64285714285506,64427.426174847904,249.73172563505796
64,140,64483,64989.21428571428,276.7142857142826,64658.44563560025,231.01946075234446
443,141,64926,65292.42857142857,303.2142857142899,64913.526343043224,255.08070744297584
145,142,65071,65629.78571428571,337.35714285713766,65208.62870491342,295.1023618701947
553,143,65624,65998.78571428571,369.0,65549.14746831023,340.51876339680894
439,144,66063,66397.0,398.2142857142899,65929.72868768004,380.5812193698075
496,145,66559,66824.5,427.5,66361.07294907999,431.3442613999505
229,146,66788,67264.78571428571,440.2857142857101,66818.24813245857,457.175183378582
184,147,66972,67711.07142857143,446.2857142857247,67265.52568237414,447.27754991556867
595,148,67567,68182.42857142857,471.3571428571304,67747.71050500682,482.1848226326838
685,149,68252,68701.5,519.0714285714348,68263.64710225527,515.936597248452
703,150,68955,69235.85714285714,534.3571428571449,68808.07045474564,544.4233524903684
635,151,69590,69793.78571428571,557.9285714285652,69375.84400670767,567.7735519620328
684,152,70274,70371.35714285714,577.5714285714348,69972.81390642462,596.9698997169471
309,153,70583,70954.28571428571,582.9285714285652,70570.7495680814,597.935661656782
148,154,70731,71532.78571428571,578.5,71156.69338421439,585.943816132989
794,155,71525,72131.14285714286,598.3571428571449,71761.63920658489,604.9458223705005
813,156,72338,72731.85714285714,600.7142857142899,72381.88820666377,620.2490000788821
767,157,73105,73325.85714285714,594.0,73030.10206660317,648.2138599393948
769,158,73874,73922.28571428571,596.4285714285652,73664.38246238459,634.2803957814176
771,159,74645,74511.78571428571,589.5,74299.03818082412,634.6557184395351
304,160,74949,75090.85714285714,579.0714285714348,74913.73084794809,614.6926671239635
122,161,75071,75668.78571428571,577.9285714285652,75504.11468324973,590.3838353016472
873,162,75944,76240.5,571.7142857142899,76091.18443875133,587.069755501594
718,163,76662,76805.92857142857,565.4285714285652,76653.20592968179,562.0214909304632
609,164,77271,77360.28571428571,554.3571428571449,77194.4242958324,541.2183661506133
