C,r,p,K,a
0.18161614359515202,1.662179894373379,0.7821502782794855,14.949819865555668,1.9617328727162033
0.164586727532199,1.9822293758814544,0.7678281504315895,14.964389208650331,2.011826201011277
0.17266883585374682,2.0251127451495274,0.7642372348168543,14.838448407685117,2.210518579999963
0.15659071126739402,2.7781006902997567,0.7390149480098194,14.834581867687765,2.292394734858185
0.208255597720903,1.2046997633274468,0.8074431671142027,14.921802340786062,1.89512965920892
0.1955828259112054,2.3405172798499265,0.7528161578739931,14.904324907882971,2.1936526470478457
0.17468714716697092,2.0891455001039336,0.7620751718790135,14.887859553141329,2.1475353246179916
0.13986127279285224,3.3302582192345827,0.7248080056688495,14.823026476831593,2.375631520237405
0.1512412640261297,3.0627058922661257,0.7310813628938648,14.880868582678179,2.304664038837847
0.1727764361727574,1.8673505933822028,0.7716218251070235,14.915942482041428,2.064307556011439
0.2102741261371912,1.3589442490461354,0.7973427900814515,14.906925451153993,1.9697390873518645
0.15850772954733378,2.8338144250035366,0.7369876307242589,14.870402163583183,2.3203440215133044
0.16013861643957308,2.5405334932121337,0.7463159286948217,14.855499347771298,2.2679540258013415
0.16526589238028677,2.6296656952545416,0.7432095342404423,14.849060706996953,2.2581003814881653
0.18871747045278056,1.9624728845256083,0.7674966154783937,14.87594335596561,2.136291770172673
0.1867465795803819,3.077903600643704,0.7312443102809572,14.93684352812437,2.2417581620560614
0.20276326165775932,1.9359998221257537,0.7671884885860132,14.82255092061763,2.224780678776409
0.17623194287195204,2.00391879804071,0.7655224280794343,14.987192789303354,2.0874453756262765
0.13928014921761672,3.06051511751569,0.7331837781869011,14.974231183823225,2.1189430667774576
0.18033174872677668,1.8421453062073825,0.7721358024521416,14.895924817142852,2.123610197764067
0.18056015443289347,1.9191971268096997,0.7701453819591058,14.933904371178315,2.0153008336348215
0.17610933127712974,2.4947756292802916,0.7476820179351035,14.900871996256482,2.184694943394418
0.15327497926368858,2.6360610671145257,0.7438346641530691,14.877524078729552,2.2251632429352837
0.16499548009411036,2.9106443072088015,0.7347752346520916,14.853002936161342,2.337902708079071
0.14729347636464193,3.405762782539196,0.7227351329950157,14.895125154142159,2.314642362691955
0.19336419392029444,1.1896147936010941,0.8088829281478481,14.888421826220007,1.8987093770068935
0.18949234868810685,1.1320346103628476,0.8132398581967867,14.890832997109158,1.8713021442032773
0.16771692292089913,2.333045145742252,0.752962907693449,14.877738444301398,2.2122030904891097
0.16384142154178716,2.172882164061683,0.7594684781883677,14.871783393273825,2.16426910467358
0.18159199597241418,1.976921203311952,0.7658520666267501,14.889063834141387,2.1797583001542566
0.17662841961843825,2.251368560200641,0.7553121587714745,14.888385591029524,2.228196657406559
0.15809380973750617,2.383444799966611,0.7524104684945395,14.90915108680584,2.1339054557272643
0.19458188513718272,1.7140093449725953,0.7781899249668712,14.934293404033204,2.0245835036147675
0.15590221883472738,1.9577426412171217,0.7699931707833604,14.992107486950262,1.9356870601223568
0.19261275302930647,1.9755364283147288,0.7671343530638368,14.963092054359993,2.044288676560981
0.1882663278457746,1.5238413435464573,0.7873791008890708,14.858831969600185,2.102375936611387
0.17210344338219416,1.9097554168276574,0.7697430154854534,14.860331975824137,2.1256598629873977
0.1595050410537058,2.0180298655667364,0.766750472508815,14.929845346020997,2.024881275587292
0.15857712120495845,2.2933864942155866,0.7553480161005203,14.865217010027832,2.191238362682561
0.14485977344938822,3.569577381464177,0.7180477307482165,14.672687090727283,2.6071671311997138
0.19341944103510827,1.4119220768949927,0.7939574035208123,14.890468104370898,2.00310489934552
0.18760853996898066,1.82292601207055,0.7736869731435607,14.91055594321389,2.041649281138434
0.17412701352517815,1.954837652839552,0.7678397324477514,14.910690581160745,2.1053119816708503
0.15038133984350432,2.9156629937886733,0.7355076047090755,14.928718928939414,2.262846934680511
0.17988285321950634,2.465854727601791,0.747790338038124,14.871438403226021,2.2734652287964754
0.15983746156722795,2.3881113637337004,0.751447695689911,14.867680442113622,2.224979555350028
0.15894342847115744,2.3171495152717245,0.7542214738188218,14.882206232148725,2.180134750059979
0.23887499237929435,1.6043689776400067,0.7836419377703132,14.936633009449574,2.0105550257468847
0.14714118074126034,3.179462348584139,0.7286647246185028,14.866066530887915,2.292191207939544
0.1513654834957174,2.8818848750474557,0.7361205098928081,14.895046687996107,2.290713659798464
0.1872366689829543,1.669408252786323,0.7804004988788673,14.878233873278608,2.043171186776129
0.18769739971335106,1.9219884050220253,0.767528842167878,14.801507503295758,2.231972355116599
0.1730047803048151,2.0878600216934746,0.7632566724756158,14.839791633824476,2.1036096923976624
0.1943873784180035,1.235186591423151,0.8056140637838869,14.938044904178138,1.9054921154575017
0.1578243894533795,2.788703605038487,0.7387386421805329,14.866073871610592,2.2792246351108636
0.19800520881378697,1.7597777039042317,0.7758827643907102,14.867064957607568,2.125724607600829
0.2202205246350649,1.3643424859648043,0.7957981823398085,14.902627832234332,2.020069688658879
0.15639118585465486,2.774481307215483,0.7394289871513532,14.943477709113994,2.2052350250613886
0.1564270387511509,2.898573759049117,0.7353946638992679,14.848875026876206,2.3349373748495323
0.17207367485384167,3.067329073788773,0.7305936357994742,14.802274226702073,2.3888500918858457
0.1734407655314832,2.265334620647652,0.7558072348466336,14.904185659657475,2.170607724790085
0.17989913719554107,2.342619333215881,0.7534357622819562,14.845631572367937,2.1821455758212136
0.17607598396073598,1.5838552644589026,0.785671789603814,14.893210517675088,2.0046280307657747
0.21470984684628946,1.078830746125777,0.8160452716348361,14.879027405956899,1.9109312106909466
0.15060333412874832,2.748971341329949,0.7408701791766091,14.897246007671326,2.1878093746598424
0.15951088617770648,2.7156646418807817,0.7403013629949676,14.865716705610497,2.3308903231087164
0.18022757646216142,2.013935390644003,0.7657706221571691,14.945237478766433,2.0514615777278635
0.213848016812876,1.6112349696688522,0.7832622558201457,14.881235595313028,2.064867422010249
0.15865038285484312,2.7584467027899042,0.7391747715339122,14.843412426820331,2.3350774492649133
0.18796941921912286,1.4187655391968252,0.7938824572422803,14.902321677145764,2.00230110434757
0.1663236135620406,2.146350766157144,0.7607153252558122,14.933783891344488,2.077774067199738
0.15496335413293832,2.380047353565721,0.7526885084044761,14.887635347205924,2.145144327879001
0.19183696956307028,1.5372003275643646,0.7880563748527547,14.918630566586426,1.9488243834729213
0.16851242132250352,1.677657237903618,0.7816564790660663,14.870600270151977,1.9937982000454286
0.1488378500033704,3.2606804734221733,0.7261731879649911,14.929400960409238,2.276687759537022
0.17368655838118396,1.740263247650122,0.7787984705647222,14.913530907118611,1.9954826473086298
0.1613428732317389,1.9479306164148966,0.7692449229616548,14.90505721035693,2.064194468244102
0.19105528851798842,1.809358952114091,0.7732362355473418,14.861270555937423,2.1554556557803934
0.16138030847613621,2.4637706268674773,0.7488478838581549,14.878415273809535,2.204315705513834
0.17031003626767782,2.6477923219607757,0.7414302471664451,14.80896016733346,2.400445055996103
0.19145504033291996,1.3366238529075973,0.7994123876334127,14.923944102955653,1.898892105588512
0.179272977301112,2.4237458836130905,0.7504835675740767,14.952217304689727,2.1396589569175197
0.1930850154597202,2.1189731335459596,0.7610397193445733,14.916109898870268,2.1174452977540943
0.17312964403738895,1.6847938017918338,0.7811915533119914,14.998679282499284,1.9220631517812963
0.16004130476608389,2.4098148588437804,0.7511521457549621,14.90113367630041,2.1648266149271405
0.17285950997176439,2.5081293219610172,0.746219578159304,14.833834967529578,2.3084727777330194
0.16113609058615674,2.417236976205016,0.7506605262824857,14.856911947129705,2.2006260110846387
0.13619923922370888,4.14766361610457,0.7064925799409782,14.926386786831008,2.429025411963555
0.1509934897557112,2.6080115764891203,0.7450344987032511,14.925218488920416,2.182224968704475
0.16908841717495335,1.8161356780785352,0.7745918208782843,14.921700588366726,2.0228157972605167
0.18408520211009718,2.245920983711685,0.7546634539660952,14.870615964911373,2.272302720557088
0.15368922447744657,2.882559800667528,0.7362173398504196,14.875946691472492,2.2921737186649427
0.16701991592741286,2.469151137881264,0.7481676345949481,14.86025951638027,2.245480005068127
0.16843477173153582,1.8876077359960541,0.7715788316225788,14.934233169533938,2.013631884702075
0.15720957039732963,3.0613640326806357,0.7313882781405915,14.865107601111786,2.317153508397429
0.18435598080167986,1.9495950137568414,0.7679128182256177,14.885721124056074,2.0981754641055073
0.17410006921829468,1.774613366038967,0.7760791945648985,14.888320825692254,2.0408451992700574
0.20118176184752723,2.4802358780442875,0.7489542843469423,14.92629277046445,2.12068552695012
0.18009320319829233,1.9556849091923243,0.7676613142941229,14.843721709135744,2.167374646950305
0.18668711745156694,1.6032384779678364,0.7834541140618807,14.886603260853759,2.0545761344501834
0.1397258492526585,3.804784339344953,0.7134543579135885,14.908208189973223,2.4221484367687403
0.161126654896138,2.1766360559533293,0.7597085308336737,14.883655162001014,2.136376755522481
0.15830322567111496,3.116276930341949,0.7289598191551854,14.874505217621621,2.3391864213438494
0.18186885892638446,1.8681222182672514,0.7720059002664916,14.79201848933053,2.103327145242447
0.1874145037358281,1.5779662669202232,0.7858730666459771,14.896911632058144,1.9989050427234367
0.1205733301719498,5.890049464788323,0.6777941609086083,14.888582061264486,2.6418095135188717
0.1647924997478256,2.151770945694509,0.760947656184613,14.93425281045159,2.0592390024013283
0.1711295686660369,1.905864864512967,0.7703853707922758,14.92750684424834,2.042452608994764
0.15718776716233374,2.5826212033197837,0.7451993279646678,14.843904128002544,2.2502414756648066
0.1721677160764862,1.7473705754884616,0.7776898919776596,14.924424730903832,2.001370988312507
0.17782383878849123,2.0618760392701643,0.7628817588761813,14.946903744539497,2.110855292687438
0.1631089976276908,2.429434904429982,0.7509673651231066,14.891494142393304,2.1534583892453982
0.20362632683456255,1.1810296118134556,0.8086795426615662,14.903161003415166,1.9075084115655545
