-3.683096E+2	3.123288E-1	5.452408E-5
-3.722031E+2	3.124258E-1	5.436340E-5
-3.722031E+2	3.125252E-1	5.414916E-5
-3.718786E+2	3.127058E-1	5.375817E-5
-3.725275E+2	3.128546E-1	5.337790E-5
-3.692829E+2	3.107287E-1	4.055563E-5
-3.696074E+2	3.107252E-1	4.043244E-5
-3.696074E+2	3.107236E-1	4.030926E-5
-3.683096E+2	3.107241E-1	3.995576E-5
-3.702563E+2	3.107318E-1	3.978437E-5
-3.676607E+2	3.131340E-1	4.005217E-5
-3.653895E+2	3.132140E-1	3.720278E-5
-3.673362E+2	3.132693E-1	3.453549E-5
-3.663628E+2	3.133157E-1	3.165932E-5
-3.738253E+2	3.133279E-1	3.048100E-5
-3.686340E+2	3.129246E-1	4.184643E-5
-3.692829E+2	3.129199E-1	4.268732E-5
-3.676607E+2	3.129152E-1	4.373174E-5
-3.689585E+2	3.129153E-1	4.471724E-5
-3.446243E+2	3.129069E-1	4.527962E-5
-3.653895E+2	3.123864E-1	4.631333E-5
-3.637672E+2	3.123534E-1	4.566526E-5
-3.634427E+2	3.123223E-1	4.494755E-5
-3.653895E+2	3.122741E-1	4.362462E-5
-3.634427E+2	3.122198E-1	4.219992E-5
-3.673362E+2	3.122748E-1	4.023963E-5
-3.660384E+2	3.123048E-1	4.166968E-5
-3.673362E+2	3.123144E-1	4.318007E-5
-3.679851E+2	3.123006E-1	4.501182E-5
-3.653895E+2	3.122148E-1	4.704175E-5
-3.660384E+2	3.117606E-1	4.228562E-5
-3.657139E+2	3.117458E-1	4.244630E-5
-3.637672E+2	3.117194E-1	4.292298E-5
-3.647406E+2	3.116557E-1	4.453514E-5
-3.550069E+2	3.115835E-1	4.653293E-5
-3.605226E+2	3.111212E-1	3.514607E-5
-3.621449E+2	3.110672E-1	3.490505E-5
-3.605226E+2	3.110440E-1	3.460512E-5
-3.663628E+2	3.110688E-1	3.401596E-5
-3.822612E+2	3.113812E-1	3.453013E-5
-3.592248E+2	3.121454E-1	4.447622E-5
-3.585759E+2	3.121186E-1	4.535996E-5
-3.582514E+2	3.121054E-1	4.627584E-5
-3.608471E+2	3.121195E-1	4.677930E-5
-3.579270E+2	3.121509E-1	4.664540E-5
-3.585759E+2	3.131869E-1	4.714887E-5
-3.572781E+2	3.131916E-1	4.643652E-5
-3.589003E+2	3.131858E-1	4.546708E-5
-3.582514E+2	3.131700E-1	4.302475E-5
-3.601982E+2	3.131595E-1	4.109659E-5
-3.442998E+2	3.124233E-1	3.816686E-5
-3.553313E+2	3.123984E-1	3.765268E-5
-3.579270E+2	3.123841E-1	3.710637E-5
-3.657139E+2	3.123979E-1	3.594947E-5
-3.566291E+2	3.124327E-1	3.518892E-5
-3.556558E+2	3.112649E-1	3.646900E-5
-3.576025E+2	3.112838E-1	3.659755E-5
-3.530601E+2	3.112993E-1	3.649578E-5
-3.566291E+2	3.113246E-1	3.593876E-5
-3.576025E+2	3.113364E-1	3.472295E-5
-3.520868E+2	3.116290E-1	3.410165E-5
-3.540335E+2	3.116426E-1	3.281621E-5
-3.546824E+2	3.116801E-1	3.098446E-5
-3.520868E+2	3.117491E-1	2.991326E-5
-3.517623E+2	3.118141E-1	2.980078E-5
-3.446243E+2	3.122095E-1	2.794225E-5
-3.504645E+2	3.121905E-1	2.806008E-5
-3.494911E+2	3.121784E-1	2.801724E-5
-3.501400E+2	3.121818E-1	2.799581E-5
-3.507889E+2	3.121855E-1	2.812436E-5
-3.498156E+2	3.108178E-1	2.466438E-5
-3.520868E+2	3.109971E-1	2.469116E-5
-3.498156E+2	3.111643E-1	2.440194E-5
-3.501400E+2	3.113905E-1	2.349142E-5
-3.491667E+2	3.115492E-1	2.245771E-5
-3.491667E+2	3.118808E-1	4.194819E-5
-3.475444E+2	3.120635E-1	3.659219E-5
-3.481933E+2	3.122282E-1	3.135402E-5
-3.491667E+2	3.124246E-1	2.495360E-5
-3.468955E+2	3.126015E-1	1.784619E-5
-3.468955E+2	3.119824E-1	2.081342E-5
-3.459221E+2	3.121291E-1	2.041707E-5
-3.433264E+2	3.122407E-1	1.971544E-5
-3.452732E+2	3.123490E-1	1.839786E-5
-3.465710E+2	3.123800E-1	1.621261E-5
-3.673362E+2	3.129643E-1	1.411306E-5
-3.342417E+2	3.132046E-1	1.525389E-5
-3.455976E+2	3.134535E-1	1.671072E-5
-3.459221E+2	3.136443E-1	1.790511E-5
-3.339172E+2	3.137702E-1	1.930302E-5
-3.404063E+2	3.139522E-1	3.310008E-5
-3.394330E+2	3.139423E-1	3.305723E-5
-3.394330E+2	3.139079E-1	3.262875E-5
-3.361884E+2	3.137867E-1	3.123084E-5
-3.371618E+2	3.136528E-1	2.973116E-5
-3.173699E+2	3.104866E-1	1.177249E-5
-3.284014E+2	3.103598E-1	1.095302E-5
-3.361884E+2	3.103160E-1	1.029423E-5
-3.348906E+2	3.103744E-1	1.004250E-5
-3.225612E+2	3.105599E-1	1.020318E-5
-3.329438E+2	3.119516E-1	1.374350E-5
-3.335927E+2	3.119960E-1	1.471829E-5
-3.326194E+2	3.120578E-1	1.585912E-5
-3.319705E+2	3.121502E-1	1.714456E-5
-3.342417E+2	3.122713E-1	1.885312E-5
-3.280770E+2	3.121043E-1	8.574956E-6
-3.287259E+2	3.121982E-1	9.292660E-6
-3.274281E+2	3.123518E-1	1.061559E-5
-3.290504E+2	3.125548E-1	1.194924E-5
-3.300237E+2	3.127929E-1	1.336858E-5
-3.241835E+2	3.116896E-1	1.500216E-5
-3.290504E+2	3.114884E-1	1.543599E-5
-3.280770E+2	3.113654E-1	1.581627E-5
-3.235346E+2	3.113301E-1	1.646434E-5
-3.235346E+2	3.114769E-1	1.706422E-5
-3.222368E+2	3.119514E-1	1.109228E-5
-3.228857E+2	3.120622E-1	1.062095E-5
-3.241835E+2	3.121889E-1	1.008535E-5
-3.232101E+2	3.123317E-1	9.164116E-6
-3.202900E+2	3.124221E-1	7.562672E-6
-3.170455E+2	3.128942E-1	-4.718636E-6
-3.193167E+2	3.127588E-1	-5.688072E-6
-3.193167E+2	3.126242E-1	-6.443268E-6
-3.404063E+2	3.123869E-1	-5.896956E-6
