,time (s),Signal (V)
340,335.6360664370004,0.002309157
341,335.9239521030031,0.002308841
342,336.2142210009988,0.002310965
343,336.5034899720049,0.002315219
344,336.7925796510026,0.002319468
345,337.0807647710026,0.002321337
346,337.36994552700344,0.002321517
347,337.6567378050022,0.002320627
348,337.94645595600014,0.002317437
349,338.2344684609998,0.002312286
350,338.5246601110048,0.002306608
351,338.811977864003,0.002300978
352,339.1028385169993,0.002297208
353,339.393364430005,0.002297512
354,339.676333428004,0.00230039
355,339.96274757399806,0.002302954
356,340.2510533340028,0.002305557
357,340.5371456150024,0.002309205
358,340.82221698800276,0.002312827
359,341.1073517800032,0.002315799
360,341.39309692400275,0.002318163
361,341.6813125609988,0.002319952
362,341.968467712999,0.002321156
363,342.2532167440004,0.002322102
364,342.5376520159989,0.002325034
365,342.8240652090026,0.002330885
366,343.1094317440002,0.002338643
367,343.3942360880028,0.002348242
368,343.68520879800053,0.002358634
369,343.97279453300143,0.002367672
370,344.25996589699935,0.002373878
371,344.55158662800386,0.002376857
372,344.83938503300305,0.002377803
373,345.1277680400017,0.002378719
374,345.4164762500004,0.002380502
375,345.7041320810022,0.002381425
376,345.9936547280013,0.002380571
377,346.286062717998,0.002380261
378,346.5702099800037,0.002382061
379,346.857722282999,0.002385972
380,347.14477110000007,0.00239248
381,347.43779230200016,0.002401336
382,347.7255964280048,0.002409694
383,348.0134749420031,0.002414999
384,348.3040194519999,0.00241763
385,348.5924425129997,0.002417892
386,348.88000011500117,0.002414659
387,349.16993951800396,0.002408303
388,349.4569377900043,0.002400852
389,349.74667883000075,0.002393538
390,350.03582429900416,0.00238734
391,350.3259034160001,0.002383035
392,350.61765384700266,0.002379787
393,350.9075279239987,0.002375828
394,351.1975636490024,0.002370584
395,351.4873585710011,0.002365585
396,351.77964353599964,0.002362272
397,352.0691099169999,0.002361081
398,352.3590455060039,0.002362485
399,352.64969348999875,0.002365811
400,352.9374299050032,0.002369768
401,353.22617197100044,0.002374166
402,353.5163946160028,0.002378173
403,353.8063268670012,0.002381124
404,354.0932464600046,0.002384396
405,354.39854145100253,0.002388065
406,354.6871957780022,0.0023898
407,354.9760322580041,0.002389317
408,355.265326024004,0.002388821
409,355.5542459490025,0.002388964
410,355.844148158998,0.002389283
411,356.13207197200245,0.002389713
412,356.4224777230047,0.00238963
413,356.7083005910026,0.002388371
414,356.9965543750004,0.002386505
415,357.2854127890023,0.002385571
416,357.57372760800354,0.002385581
417,357.86360502299794,0.002384285
418,358.1555333139986,0.002381641
419,358.44434976600314,0.002380054
420,358.73463010800333,0.002379024
421,359.0261764530005,0.002377645
422,359.315834523004,0.002376296
423,359.60674953499984,0.002373624
424,359.89434242300194,0.002369801
425,360.1835918430006,0.002366824
426,360.472929001,0.002364874
427,360.7624659540015,0.002363566
428,361.0541582110018,0.002363293
429,361.34320926700457,0.00236311
430,361.6310315139999,0.002361671
431,361.92058944699966,0.002359255
432,362.2068428999992,0.002357459
433,362.4921207430016,0.002357279
434,362.7810440070025,0.002358253
435,363.07031440800347,0.00235987
436,363.35572195100394,0.002360874
437,363.64324808200035,0.002360285
438,363.9331040390025,0.002358374
439,444.67402362899884,0.002355619
440,444.9622449880044,0.002351127
441,445.2509827620015,0.002344149
442,445.53112030099874,0.002336542
443,445.81912326900056,0.002329836
444,446.10212278400286,0.002323465
445,446.382524491004,0.002316882
446,446.6871180540038,0.002311353
447,446.9733424189981,0.002308722
448,447.2604436879992,0.002308309
449,447.5444664960014,0.002307599
450,447.832294464999,0.002305637
451,448.1200265890002,0.002302739
452,448.4072847370044,0.002299809
453,448.69950914400397,0.002297901
454,448.9812912950001,0.002297069
455,449.2661018380022,0.002297204
456,449.55776357700233,0.00229692
457,449.8471255309996,0.002294497
458,450.137385369002,0.002291917
459,450.42698288000247,0.002291477
460,450.7175574310022,0.002291893
461,451.0057864190021,0.002291547
462,451.2923870090017,0.002289848
463,451.5815052990001,0.002286928
464,451.86415720000514,0.002283822
465,452.15206336999836,0.002281931
466,452.4380431180034,0.002281854
467,452.72734451300494,0.002281284
468,453.0141639709982,0.002278645
469,453.3025627140014,0.002275942
470,453.59325170599914,0.002272426
471,453.88027048200456,0.002266613
472,454.169382095999,0.00226108
473,454.4565248490035,0.002257303
474,454.7470994000032,0.002254676
475,455.0379195220012,0.002253155
476,455.32049942100275,0.002253019
477,455.6043381700001,0.002254104
478,455.89037656800065,0.002255408
479,456.1779036529988,0.002255831
480,456.4634494790007,0.002255202
481,456.7522945410019,0.002253755
482,457.03506374399876,0.002253652
483,457.31983518600464,0.002256747
484,457.6072936060009,0.002260635
485,457.8918476110048,0.002263188
486,458.1771464350022,0.002265329
487,458.46693992699875,0.002267664
488,458.7574439050004,0.002269264
489,459.0441780090041,0.00226952
490,459.32559347200004,0.002268196
491,459.609964371004,0.00226556
492,459.8914680489979,0.002262663
493,460.17786598300154,0.00225955
494,460.4669508939987,0.002256292
495,460.7547197349995,0.002253682
496,461.0397834780015,0.002252258
497,461.3255543710038,0.002251413
498,461.6148452760026,0.002249832
499,461.8957538610048,0.00224874
500,462.18613910700515,0.002249273
501,462.47155857100006,0.002250009
502,462.75742006300425,0.002250149
503,463.0444574360008,0.00225061
504,463.32943153400265,0.00225159
505,463.6169557579997,0.002251524
506,463.9053893090022,0.002250944
507,464.19019889899937,0.002250603
508,464.4745359430017,0.002249157
509,464.76364374200057,0.002247499
510,465.05185175000224,0.002248258
511,465.34197855000093,0.00225245
512,465.62748766000004,0.002258196
513,465.91250181200303,0.002263995
514,466.1999607090038,0.00227023
515,466.48653268899943,0.002275766
516,466.7672438630034,0.002278735
517,467.0535340310016,0.002279779
518,467.3393445020047,0.002281617
519,467.6309995660049,0.002285982
520,467.9171223650046,0.002292642
521,468.2025713929979,0.002300268
522,468.4898958210033,0.002307958
523,468.7727870950039,0.002316835
524,469.06107473400334,0.002327967
525,469.34753179600375,0.002339456
526,469.6310524950022,0.002348385
527,469.9178700449993,0.002354004
528,470.20332717899873,0.002356933
529,470.4852752689985,0.002356359
530,470.7703757290001,0.002351547
531,471.053325177003,0.002343396
532,471.33970832900377,0.00233352
533,471.62721586300177,0.002324162
534,471.91300582900294,0.002316702
535,472.1988821030027,0.002310415
536,472.4865684510005,0.00230406
537,472.7837300309984,0.002298538
538,473.0652685169989,0.002295034
539,473.3531103140049,0.002292914
540,473.6391735080033,0.00229325
541,473.93380832700495,0.002299223
542,474.2233657840043,0.002311571
543,474.507086753998,0.002327185
544,474.79992151300394,0.002341069
545,475.08977460900496,0.002349346
546,475.3823823929997,0.002351084
547,475.67155742699833,0.002347726
548,475.9601702690052,0.002341142
549,556.5429086689983,0.002332862
550,556.8238692290033,0.00232548
551,557.1051678660006,0.002320931
552,557.3858842850022,0.002319158
553,557.6655893330026,0.002320512
554,557.9477348330038,0.002322957
555,558.2302322390024,0.002321756
556,558.5106801990041,0.002317051
557,558.7900657659993,0.002312461
558,559.0717225080007,0.002308694
559,559.3510751729991,0.00230538
560,559.6328644759997,0.002302914
561,559.9121675499991,0.002301422
562,560.1930708889995,0.002300457
563,560.4722151759997,0.002299129
564,560.7517790800048,0.002297078
565,561.0342187889983,0.002294986
566,561.314710618004,0.002293691
567,561.5939173700026,0.002293188
568,561.8741970070041,0.002292917
569,562.1543040280012,0.002292251
570,562.4339761740048,0.002291362
571,562.7142453199995,0.002290692
572,562.9950461390035,0.002289965
573,563.2737407690001,0.00228869
574,563.5531783109982,0.002286766
575,563.8342323309989,0.002283599
576,564.1165547380006,0.002277937
577,564.3957982069987,0.002271699
578,564.6765122420038,0.002268886
579,564.956234932004,0.002269804
580,565.2353906639983,0.002271752
581,565.5149278649988,0.002272518
582,565.7956032760048,0.002270485
583,566.081148148005,0.002265934
584,566.3612012869999,0.002261822
585,566.6401219370018,0.002259881
586,566.920135499,0.002259419
587,567.2004652030009,0.002258796
588,567.4804797180041,0.002257607
589,567.7612204559991,0.002257462
590,568.0421357160012,0.00225846
591,568.3226828580009,0.002258189
592,568.6009221080021,0.002255707
593,568.8816537860039,0.002252919
594,569.1633992200004,0.002251138
595,569.4419202810022,0.002250208
596,569.7228469850015,0.002249702
597,570.0030198099994,0.002248881
598,570.2832703599997,0.002248222
599,570.5651869780049,0.002248779
600,570.8451833729996,0.00224917
601,571.1243605620039,0.002248426
602,571.4041533470008,0.002248321
603,571.6856803900009,0.002249208
604,571.9677920350005,0.00225061
605,572.2477231029989,0.002254222
606,572.5266203880019,0.002260261
607,572.8091306690039,0.002266095
608,573.0928387649983,0.002270648
609,573.3737077719998,0.002274017
610,573.6560678489986,0.002275088
611,573.9353165630018,0.002274749
612,574.2144994740011,0.002274607
613,574.4954528810049,0.00227468
614,574.7764544489983,0.002274434
615,575.054873467001,0.002272245
616,575.335426331003,0.002268106
617,575.6146879200023,0.002264288
618,575.8953723910017,0.002262177
619,576.1764779100049,0.002261303
620,576.4565405850008,0.002260178
621,576.7371811870034,0.002258672
622,577.018195153003,0.002258064
623,577.2986350060019,0.002257913
624,577.5786790850034,0.002257209
625,577.8593821530012,0.002255926
626,578.1398215299996,0.002253994
627,578.4199099550024,0.002251934
628,578.6999635700049,0.002250603
629,578.979836464001,0.002250314
630,579.2613639839983,0.002250847
631,579.5425701150016,0.002251558
632,579.8223457339991,0.002252063
633,580.1046943670008,0.002252542
634,580.3840541840036,0.002253723
635,580.6655612000031,0.002254757
636,580.9449000360037,0.002253485
637,581.2256512649983,0.002250344
638,581.5056490900024,0.002247273
639,581.7846250540024,0.002245587
640,582.0651717190049,0.002245556
641,582.3444943430004,0.002245956
642,582.6271615029982,0.002246275
643,582.9059591300029,0.002246891
644,583.1866297730012,0.002246859
645,583.4666509630042,0.002244724
646,583.7464609150047,0.002240874
647,584.0276389130013,0.002237411
648,584.3079509739982,0.002235035
649,584.5917315490005,0.002234076
650,584.8737282760048,0.002234958
651,585.156088830001,0.002236133
652,585.4380931859996,0.00223659
653,585.7178463939999,0.002237053
654,585.9994630820001,0.002237787
655,586.2803225520038,0.002237403
656,586.5614333160047,0.002235491
657,586.8414955140033,0.00223365
658,587.1246972090012,0.002232377
659,666.6745181090009,0.002227327
660,666.9550886159996,0.002212921
661,667.2370095260048,0.002192028
662,667.5177803039987,0.002171057
663,667.7988600739991,0.002153077
664,668.0780596740005,0.002139753
665,668.3595046999981,0.002130597
666,668.6406383520007,0.00212434
667,668.9220967299989,0.002121184
668,669.2040824889991,0.002121436
669,669.4896292690028,0.002123478
670,669.7703166010033,0.002125788
671,670.0512566570033,0.002128388
672,670.3315386780014,0.00213026
673,670.6120519640026,0.002130745
674,670.8928651809983,0.002130699
675,671.1718177799994,0.002130022
676,671.4507803919987,0.002129061
677,671.737778663999,0.002128551
678,672.0227785120005,0.002128458
679,672.3043417939989,0.00212867
680,672.5863847740038,0.002128577
681,672.878382683004,0.002128113
682,673.1574878700048,0.002127612
683,673.4378428460041,0.00212695
684,673.7184815410001,0.00212621
685,673.9994511609984,0.00212551
686,674.2817158699982,0.002125243
687,674.5604529390039,0.002125501
688,674.8398737910029,0.002124915
689,675.1211886410019,0.00212319
690,675.4003829959984,0.002121467
691,675.6799211510006,0.002120105
692,675.9616160400037,0.002119579
693,676.2430076599994,0.002120687
694,676.5246548659998,0.002123055
695,676.8059682849998,0.002124849
696,677.0862336159989,0.002125271
697,677.3655424120007,0.002124959
698,677.647062779004,0.002123818
699,677.9277963639979,0.002121977
700,678.208156585999,0.002121109
701,678.4892549520009,0.002121708
702,678.7710938460004,0.002122159
703,679.0521197320049,0.002122639
704,679.3331208230011,0.002123564
705,679.6142668730026,0.002123948
706,679.8958458909983,0.002125393
707,680.1766018870039,0.00212936
708,680.4571681029993,0.00213389
709,680.7379870420045,0.002136508
710,681.0184369089984,0.002136754
711,681.2994198800006,0.002136692
712,681.5800108910043,0.002137025
713,681.8641142850029,0.002136985
714,682.1481485370023,0.002137203
715,682.4293117530033,0.002138131
716,682.7091774950022,0.002140015
717,682.9906277660048,0.00214166
718,683.2724876409993,0.002141076
719,683.556653022999,0.002138967
720,683.8358755119989,0.00213705
721,684.1151614190021,0.002136328
722,684.3953804970006,0.002136832
723,684.6767334940014,0.002137732
724,684.9572043420048,0.002138453
725,685.2364268310048,0.002138466
726,685.5163497930043,0.002137346
727,685.7983508110046,0.002135443
728,686.0777401930027,0.002133706
729,686.3591022500041,0.002133805
730,686.639167786001,0.002135806
731,686.9179000860022,0.002137048
732,687.2004079820035,0.002136805
733,687.4807329180039,0.002136736
734,687.7610664370004,0.002137516
735,688.0406169900016,0.002139089
736,688.3209857949987,0.002140669
737,688.6016454700002,0.002141515
738,688.8807005890048,0.002141829
739,689.1618204120023,0.00214189
740,689.4411802300019,0.002141358
741,689.7214446069993,0.002140047
742,690.0010733610034,0.002139551
743,690.2806301119999,0.002139947
744,690.5616903310001,0.002139995
745,690.8430385590036,0.002140525
746,691.1245050430007,0.002141271
747,691.4044466019986,0.002140724
748,691.686345578004,0.002138748
749,691.9657921800026,0.002136
750,692.2466311460012,0.002132915
751,692.5274214750025,0.00213001
752,692.8072295189995,0.002128605
753,693.0874285700047,0.002129991
754,693.3679428110045,0.002134052
755,693.6484308250001,0.002138761
756,693.9290084840031,0.002142116
757,694.2105145460009,0.002143896
758,694.4907917980017,0.002144357
759,694.7724857330031,0.002143655
760,695.0540971759983,0.00214161
761,695.3336172109994,0.00213867
762,695.615015506999,0.002137268
763,695.8959269530023,0.002138551
764,696.1768565180028,0.002140813
765,696.4571275720009,0.002142994
766,696.7373490340033,0.00214556
767,697.0186243060016,0.002148239
768,697.2978630069993,0.002149514
769,777.3577361110001,0.002146009
770,777.6517324450033,0.002134404
771,777.9447350510018,0.002117843
772,778.2347350130003,0.002103044
773,778.5287375449989,0.002092601
774,778.818900586004,0.002086227
775,779.1019144060047,0.002082248
776,779.3878984460025,0.002078489
777,779.6704154020044,0.002076116
778,779.9568591120042,0.002076179
779,780.2444939620036,0.002076509
780,780.5294942859982,0.002075853
781,780.8205003740004,0.002075504
782,781.1084952360034,0.002076943
783,781.3994946480016,0.002080183
784,781.6873936660049,0.002083493
785,781.9717507370005,0.002084783
786,782.2606186870034,0.002084312
787,782.5420651439999,0.002083645
788,782.8243017200002,0.002083644
789,783.1067790989982,0.002083768
790,783.3881411559996,0.002082246
791,783.6702480320018,0.00207921
792,783.9549627310043,0.002076808
793,784.2389631280021,0.002076195
794,784.5249629030004,0.002077258
795,784.8092069630002,0.002078995
796,785.0942325600045,0.002079861
797,785.3783149720039,0.002078817
798,785.662377835004,0.002076871
799,785.9429869660016,0.002075671
800,786.2224516870047,0.002074961
801,786.5025892260019,0.002074792
802,786.7843675620024,0.002076205
803,787.0690393449986,0.002078866
804,787.3501791960007,0.002081199
805,787.6302256589988,0.002082512
806,787.9100775719999,0.002083461
807,788.192951680001,0.00208424
808,788.4771475800007,0.002085253
809,788.7589716920047,0.002087429
810,789.0408492089991,0.002090377
811,789.3223004350002,0.00209317
812,789.60454321,0.002095475
813,789.8883404740045,0.002096406
814,790.1692233089998,0.002095119
815,790.4515066149979,0.002092884
816,790.7339143760037,0.00209114
817,791.017094613002,0.002089491
818,791.299014092001,0.002087328
819,791.5826678279991,0.002085236
820,791.8665542610033,0.002084518
821,792.1486077310037,0.002084922
822,792.430314064004,0.002084571
823,792.7119259840038,0.002083557
824,792.993666649003,0.002083073
825,793.2740464220042,0.002082281
826,793.556019307005,0.002080616
827,793.8363022810008,0.002080137
828,794.1184449200009,0.002081803
829,794.3989038470027,0.002084312
830,794.6831169130019,0.002086567
831,794.9667062759981,0.002087707
832,795.2485804559983,0.002086568
833,795.5304260260018,0.002083779
834,795.8141007430022,0.002082254
835,796.0967135430037,0.002084347
836,796.3788738260046,0.002089007
837,796.6593461040029,0.00209143
838,796.942263126999,0.002090145
839,797.2274255759985,0.002087846
840,797.5092582709985,0.002085512
841,797.7927751550014,0.002083032
842,798.0746483809999,0.002081441
843,798.3563756950025,0.002081855
844,798.637283326003,0.002084028
845,798.9210205080017,0.002086143
846,799.2023615840008,0.002086837
847,799.4835152630039,0.002086886
848,799.7665495879992,0.002086808
849,800.0480561260047,0.002086118
850,800.3283829690045,0.002085645
851,800.6103243830003,0.002087103
852,800.8945522310023,0.002090095
853,801.1759366990009,0.002092549
854,801.4581351279994,0.00209383
855,801.7431635860048,0.002094268
856,802.0301299100029,0.002093467
857,802.3141689309996,0.002092025
858,802.6021332750024,0.002090344
859,802.892131806002,0.002088076
860,803.1821761140018,0.002086319
861,803.4701318750012,0.002086152
862,803.7571725849994,0.002086989
863,804.0441374779984,0.002087218
864,804.3321323400014,0.002086281
865,804.6211347580029,0.002084978
866,804.9111733440004,0.002084257
867,805.2021369940048,0.002084352
868,805.4921689039984,0.002084988
