7447424.910000,5477282.050000
7447424.910000,5477282.060000
7447424.910000,5477282.070000
7447424.910000,5477282.080000
7447424.910000,5477282.090000
7447424.910000,5477282.100000
7447424.910000,5477282.110000
7447424.910000,5477282.120000
7447424.920000,5477281.940000
7447424.920000,5477281.950000
7447424.920000,5477281.960000
7447424.920000,5477281.970000
7447424.920000,5477281.980000
7447424.920000,5477281.990000
7447424.920000,5477282.000000
7447424.920000,5477282.010000
7447424.920000,5477282.020000
7447424.920000,5477282.030000
7447424.920000,5477282.040000
7447424.920000,5477282.050000
7447424.920000,5477282.060000
7447424.920000,5477282.070000
7447424.920000,5477282.080000
7447424.920000,5477282.090000
7447424.920000,5477282.100000
7447424.920000,5477282.110000
7447424.920000,5477282.120000
7447424.930000,5477281.820000
7447424.930000,5477281.830000
7447424.930000,5477281.840000
7447424.930000,5477281.850000
7447424.930000,5477281.860000
7447424.930000,5477281.870000
7447424.930000,5477281.880000
7447424.930000,5477281.890000
7447424.930000,5477281.900000
7447424.930000,5477281.910000
7447424.930000,5477281.920000
7447424.930000,5477281.930000
7447424.930000,5477281.940000
7447424.930000,5477281.950000
7447424.930000,5477281.960000
7447424.930000,5477281.970000
7447424.930000,5477281.980000
7447424.930000,5477281.990000
7447424.930000,5477282.000000
7447424.930000,5477282.010000
7447424.930000,5477282.020000
7447424.930000,5477282.030000
7447424.930000,5477282.040000
7447424.930000,5477282.050000
7447424.930000,5477282.060000
7447424.930000,5477282.070000
7447424.930000,5477282.080000
7447424.930000,5477282.090000
7447424.930000,5477282.100000
7447424.930000,5477282.110000
7447424.930000,5477282.120000
7447424.940000,5477281.710000
7447424.940000,5477281.720000
7447424.940000,5477281.730000
7447424.940000,5477281.740000
7447424.940000,5477281.750000
7447424.940000,5477281.760000
7447424.940000,5477281.770000
7447424.940000,5477281.780000
7447424.940000,5477281.790000
7447424.940000,5477281.800000
7447424.940000,5477281.810000
7447424.940000,5477281.820000
7447424.940000,5477281.830000
7447424.940000,5477281.840000
7447424.940000,5477281.850000
7447424.940000,5477281.860000
7447424.940000,5477281.870000
7447424.940000,5477281.880000
7447424.940000,5477281.890000
7447424.940000,5477281.900000
7447424.940000,5477281.910000
7447424.940000,5477281.920000
7447424.940000,5477281.930000
7447424.940000,5477281.940000
7447424.940000,5477281.950000
7447424.940000,5477281.960000
7447424.940000,5477281.970000
7447424.940000,5477281.980000
7447424.940000,5477281.990000
7447424.940000,5477282.000000
7447424.940000,5477282.010000
7447424.940000,5477282.020000
7447424.940000,5477282.030000
7447424.940000,5477282.040000
7447424.940000,5477282.050000
7447424.940000,5477282.060000
7447424.940000,5477282.070000
7447424.940000,5477282.080000
7447424.940000,5477282.090000
7447424.940000,5477282.100000
7447424.940000,5477282.110000
7447424.940000,5477282.120000
7447424.950000,5477281.590000
7447424.950000,5477281.600000
7447424.950000,5477281.610000
7447424.950000,5477281.620000
7447424.950000,5477281.630000
7447424.950000,5477281.640000
7447424.950000,5477281.650000
7447424.950000,5477281.660000
7447424.950000,5477281.670000
7447424.950000,5477281.680000
7447424.950000,5477281.690000
7447424.950000,5477281.700000
7447424.950000,5477281.710000
7447424.950000,5477281.720000
7447424.950000,5477281.730000
7447424.950000,5477281.740000
7447424.950000,5477281.750000
7447424.950000,5477281.760000
7447424.950000,5477281.770000
7447424.950000,5477281.780000
7447424.950000,5477281.790000
7447424.950000,5477281.800000
7447424.950000,5477281.810000
7447424.950000,5477281.820000
7447424.950000,5477281.830000
7447424.950000,5477281.840000
7447424.950000,5477281.850000
7447424.950000,5477281.860000
7447424.950000,5477281.870000
7447424.950000,5477281.880000
7447424.950000,5477281.890000
7447424.950000,5477281.900000
7447424.950000,5477281.910000
7447424.950000,5477281.920000
7447424.950000,5477281.930000
7447424.950000,5477281.940000
7447424.950000,5477281.950000
7447424.950000,5477281.960000
7447424.950000,5477281.970000
7447424.950000,5477281.980000
7447424.950000,5477281.990000
7447424.950000,5477282.000000
7447424.950000,5477282.010000
7447424.950000,5477282.020000
7447424.950000,5477282.030000
7447424.950000,5477282.040000
7447424.950000,5477282.050000
7447424.950000,5477282.060000
7447424.950000,5477282.070000
7447424.950000,5477282.080000
7447424.950000,5477282.090000
7447424.950000,5477282.100000
7447424.950000,5477282.110000
7447424.950000,5477282.120000
7447424.960000,5477281.480000
7447424.960000,5477281.490000
7447424.960000,5477281.500000
7447424.960000,5477281.510000
7447424.960000,5477281.520000
7447424.960000,5477281.530000
7447424.960000,5477281.540000
7447424.960000,5477281.550000
7447424.960000,5477281.560000
7447424.960000,5477281.570000
7447424.960000,5477281.580000
7447424.960000,5477281.590000
7447424.960000,5477281.600000
7447424.960000,5477281.610000
7447424.960000,5477281.620000
7447424.960000,5477281.630000
7447424.960000,5477281.640000
7447424.960000,5477281.650000
7447424.960000,5477281.660000
7447424.960000,5477281.670000
7447424.960000,5477281.680000
7447424.960000,5477281.690000
7447424.960000,5477281.700000
7447424.960000,5477281.710000
7447424.960000,5477281.720000
7447424.960000,5477281.730000
7447424.960000,5477281.740000
7447424.960000,5477281.750000
7447424.960000,5477281.760000
7447424.960000,5477281.770000
7447424.960000,5477281.780000
7447424.960000,5477281.790000
7447424.960000,5477281.800000
7447424.960000,5477281.810000
7447424.960000,5477281.820000
7447424.960000,5477281.830000
7447424.960000,5477281.840000
7447424.960000,5477281.850000
7447424.960000,5477281.860000
7447424.960000,5477281.870000
7447424.960000,5477281.880000
7447424.960000,5477281.890000
7447424.960000,5477281.900000
7447424.960000,5477281.910000
7447424.960000,5477281.920000
7447424.960000,5477281.930000
7447424.960000,5477281.940000
7447424.960000,5477281.950000
7447424.960000,5477281.960000
7447424.960000,5477281.970000
7447424.960000,5477281.980000
7447424.960000,5477281.990000
7447424.960000,5477282.000000
7447424.960000,5477282.010000
7447424.960000,5477282.020000
7447424.960000,5477282.030000
7447424.960000,5477282.040000
7447424.960000,5477282.050000
7447424.960000,5477282.060000
7447424.960000,5477282.070000
7447424.960000,5477282.080000
7447424.960000,5477282.090000
7447424.960000,5477282.100000
7447424.960000,5477282.110000
7447424.960000,5477282.120000
7447424.970000,5477281.370000
7447424.970000,5477281.380000
7447424.970000,5477281.390000
7447424.970000,5477281.400000
7447424.970000,5477281.410000
7447424.970000,5477281.420000
7447424.970000,5477281.430000
7447424.970000,5477281.440000
7447424.970000,5477281.450000
7447424.970000,5477281.460000
7447424.970000,5477281.470000
7447424.970000,5477281.480000
7447424.970000,5477281.490000
7447424.970000,5477281.500000
7447424.970000,5477281.510000
7447424.970000,5477281.520000
7447424.970000,5477281.530000
7447424.970000,5477281.540000
7447424.970000,5477281.550000
7447424.970000,5477281.560000
7447424.970000,5477281.570000
7447424.970000,5477281.580000
7447424.970000,5477281.590000
7447424.970000,5477281.600000
7447424.970000,5477281.610000
7447424.970000,5477281.620000
7447424.970000,5477281.630000
7447424.970000,5477281.640000
7447424.970000,5477281.650000
7447424.970000,5477281.660000
7447424.970000,5477281.670000
7447424.970000,5477281.680000
7447424.970000,5477281.690000
7447424.970000,5477281.700000
7447424.970000,5477281.710000
7447424.970000,5477281.720000
7447424.970000,5477281.730000
7447424.970000,5477281.740000
7447424.970000,5477281.750000
7447424.970000,5477281.760000
7447424.970000,5477281.770000
7447424.970000,5477281.780000
7447424.970000,5477281.790000
7447424.970000,5477281.800000
7447424.970000,5477281.810000
7447424.970000,5477281.820000
7447424.970000,5477281.830000
7447424.970000,5477281.840000
7447424.970000,5477281.850000
7447424.970000,5477281.860000
7447424.970000,5477281.870000
7447424.970000,5477281.880000
7447424.970000,5477281.890000
7447424.970000,5477281.900000
7447424.970000,5477281.910000
7447424.970000,5477281.920000
7447424.970000,5477281.930000
7447424.970000,5477281.940000
7447424.970000,5477281.950000
7447424.970000,5477281.960000
7447424.970000,5477281.970000
7447424.970000,5477281.980000
7447424.970000,5477281.990000
7447424.970000,5477282.000000
7447424.970000,5477282.010000
7447424.970000,5477282.020000
7447424.970000,5477282.030000
7447424.970000,5477282.040000
7447424.970000,5477282.050000
7447424.970000,5477282.060000
7447424.970000,5477282.070000
7447424.970000,5477282.080000
7447424.970000,5477282.090000
7447424.970000,5477282.100000
7447424.970000,5477282.110000
7447424.970000,5477282.120000
7447424.980000,5477281.250000
7447424.980000,5477281.260000
7447424.980000,5477281.270000
7447424.980000,5477281.280000
7447424.980000,5477281.290000
7447424.980000,5477281.300000
7447424.980000,5477281.310000
7447424.980000,5477281.320000
7447424.980000,5477281.330000
7447424.980000,5477281.340000
7447424.980000,5477281.350000
7447424.980000,5477281.360000
7447424.980000,5477281.370000
7447424.980000,5477281.380000
7447424.980000,5477281.390000
7447424.980000,5477281.400000
7447424.980000,5477281.410000
7447424.980000,5477281.420000
7447424.980000,5477281.430000
7447424.980000,5477281.440000
7447424.980000,5477281.450000
7447424.980000,5477281.460000
7447424.980000,5477281.470000
7447424.980000,5477281.480000
7447424.980000,5477281.490000
7447424.980000,5477281.500000
7447424.980000,5477281.510000
7447424.980000,5477281.520000
7447424.980000,5477281.530000
7447424.980000,5477281.540000
7447424.980000,5477281.550000
7447424.980000,5477281.560000
7447424.980000,5477281.570000
7447424.980000,5477281.580000
7447424.980000,5477281.590000
7447424.980000,5477281.600000
7447424.980000,5477281.610000
7447424.980000,5477281.620000
7447424.980000,5477281.630000
7447424.980000,5477281.640000
7447424.980000,5477281.650000
7447424.980000,5477281.660000
7447424.980000,5477281.670000
7447424.980000,5477281.680000
7447424.980000,5477281.690000
7447424.980000,5477281.700000
7447424.980000,5477281.710000
7447424.980000,5477281.720000
7447424.980000,5477281.730000
7447424.980000,5477281.740000
7447424.980000,5477281.750000
7447424.980000,5477281.760000
7447424.980000,5477281.770000
7447424.980000,5477281.780000
7447424.980000,5477281.790000
7447424.980000,5477281.800000
7447424.980000,5477281.810000
7447424.980000,5477281.820000
7447424.980000,5477281.830000
7447424.980000,5477281.840000
7447424.980000,5477281.850000
7447424.980000,5477281.860000
7447424.980000,5477281.870000
7447424.980000,5477281.880000
7447424.980000,5477281.890000
7447424.980000,5477281.900000
7447424.980000,5477281.910000
7447424.980000,5477281.920000
7447424.980000,5477281.930000
7447424.980000,5477281.940000
7447424.980000,5477281.950000
7447424.980000,5477281.960000
7447424.980000,5477281.970000
7447424.980000,5477281.980000
7447424.980000,5477281.990000
7447424.980000,5477282.000000
7447424.980000,5477282.010000
7447424.980000,5477282.020000
7447424.980000,5477282.030000
7447424.980000,5477282.040000
7447424.980000,5477282.050000
7447424.980000,5477282.060000
7447424.980000,5477282.070000
7447424.980000,5477282.080000
7447424.980000,5477282.090000
7447424.980000,5477282.100000
7447424.980000,5477282.110000
7447424.980000,5477282.120000
7447424.990000,5477281.140000
7447424.990000,5477281.150000
7447424.990000,5477281.160000
7447424.990000,5477281.170000
7447424.990000,5477281.180000
7447424.990000,5477281.190000
7447424.990000,5477281.200000
7447424.990000,5477281.210000
7447424.990000,5477281.220000
7447424.990000,5477281.230000
7447424.990000,5477281.240000
