Area,96083.176,tR (min),17.825
Area,227960.794,tR (min),17.835
Area,22989.273,tR (min),18.498
Area,302558.721,tR (min),18.841
Compound Name,RT,Score
2-Decenal, (E)-,19.06,799,Area,885911.440,tR (min),19.060
Area,781506.732,tR (min),19.362
Area,1291623.565,tR (min),19.422
Area,346543.742,tR (min),19.914
Area,62126.868,tR (min),20.093
Area,111933.101,tR (min),20.099
Area,86974.662,tR (min),20.723
Area,127044.392,tR (min),20.930
Area,510910.437,tR (min),21.564
Area,902022.010,tR (min),21.567
Area,19334.437,tR (min),21.781
Compound Name,RT,Score
7-Methyl-Z-tetradecen-1-ol acetate,21.96,602,Area,243527.663,tR (min),21.960
Area,16571.914,tR (min),22.172
Area,134990.448,tR (min),22.340
Area,167341.030,tR (min),22.375
Compound Name,RT,Score
Hexanoic acid,22.56,654,Area,971002.413,tR (min),22.560
Area,311199.201,tR (min),23.016
Compound Name,RT,Score
Dimethyl sulfone,23.481,788,Area,291047.543,tR (min),23.481
Area,596656.533,tR (min),23.727
Compound Name,RT,Score
2,6-Dihydroxyacetophenone, 2TMS derivative,24.794,646,Area,72073.896,tR (min),24.794
Compound Name,RT,Score
Octanoic acid,25.48,743,Area,930451.342,tR (min),25.480
Compound Name,RT,Score
Nonanoic acid,26.38,727,Area,570066.147,tR (min),26.380
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-nonyl-,26.619,638,Area,199672.818,tR (min),26.619
Area,64997.690,tR (min),27.008
Compound Name,RT,Score
n-Decanoic acid,27.104,683,Area,559255.290,tR (min),27.104
Area,76737.571,tR (min),27.139
Compound Name,RT,Score
2,4-Di-tert-butylphenol,27.356,783,Area,459631.766,tR (min),27.356
Area,65297.334,tR (min),27.738
Area,61708.153,tR (min),27.777
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-tridecyl-,28.063,607,Area,200844.811,tR (min),28.063
Area,84230.885,tR (min),29.371

Sequence Name,20240603_S24031_BelénFlórez
Sample Name,E6
Area,86251.007,tR (min),2.981
Compound Name,RT,Score
2,3-Butanedione,3.531,890,Area,33962803.496,tR (min),3.531
Area,5766241.122,tR (min),3.784
Area,3035756.492,tR (min),4.261
Area,5441975.455,tR (min),6.620
Compound Name,RT,Score
D-Limonene,6.652,766,Area,8035261.645,tR (min),6.652
Compound Name,RT,Score
(t-Butyl-dimethylsilyl)[2-methyl-2-(4-methyl-pent-3-enyl)-c,7.37,601,Area,3881542.452,tR (min),7.370
Compound Name,RT,Score
9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl est,7.846,631,Area,111284.420,tR (min),7.846
Area,128546.556,tR (min),7.870
Area,93109.934,tR (min),7.882
Area,99094.831,tR (min),7.892
Area,167700.207,tR (min),7.913
Compound Name,RT,Score
Melezitose,7.937,604,Area,111921.493,tR (min),7.937
Compound Name,RT,Score
15,15'-Bi-1,4,7,10,13-pentaoxacyclohexadecane,8.176,617,Area,63529.706,tR (min),8.176
Compound Name,RT,Score
p-Cymene,8.335,765,Area,23311.444,tR (min),8.335
Area,205517.292,tR (min),8.506
Compound Name,RT,Score
Acetoin,8.791,824,Area,51093430.735,tR (min),8.791
Area,13241071.012,tR (min),8.826
Area,169804.358,tR (min),9.443
Compound Name,RT,Score
Dodecanoic acid, 3-hydroxy-,9.572,633,Area,1276821.989,tR (min),9.572
Compound Name,RT,Score
Mercaptoethanol, 2TMS derivative,9.997,709,Area,1327136.726,tR (min),9.997
Compound Name,RT,Score
tert-Hexadecanethiol,10.091,619,Area,223593.921,tR (min),10.091
Area,192389.838,tR (min),10.846
Compound Name,RT,Score
Benzene, 1,3-bis(1,1-dimethylethyl)-,11.545,746,Area,254466.345,tR (min),11.545
Area,39307.266,tR (min),11.907
Compound Name,RT,Score
Acetic acid,12.051,930,Area,10567623.074,tR (min),12.051
Area,56784.359,tR (min),12.388
Compound Name,RT,Score
Benzaldehyde, 2-nitro-4-trimethylsilyl-,13.533,642,Area,5047415.483,tR (min),13.533
Compound Name,RT,Score
Propanoic acid,13.722,645,Area,467198.047,tR (min),13.722
Area,439703.110,tR (min),14.462
Area,87706.075,tR (min),14.771
Compound Name,RT,Score
[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl est,14.784,630,Area,82602.333,tR (min),14.784
Compound Name,RT,Score
Butanoic acid,15.351,883,Area,2941309.699,tR (min),15.351
Area,1168029.158,tR (min),15.549
Compound Name,RT,Score
Silane, triethyl(2-phenylethoxy)-,16.254,640,Area,216433.665,tR (min),16.254
Compound Name,RT,Score
Trisiloxane, octamethyl-,16.332,633,Area,333347.957,tR (min),16.332
Area,1928.412,tR (min),16.577
Area,83551.829,tR (min),17.147
Area,158857.511,tR (min),17.252
Compound Name,RT,Score
Thymol, TBDMS derivative,17.298,674,Area,31277.992,tR (min),17.298
Area,144822.628,tR (min),17.435
Compound Name,RT,Score
[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl est,18.48,615,Area,15930.187,tR (min),18.480
Compound Name,RT,Score
Hexanoic acid,19.062,848,Area,1769052.201,tR (min),19.062
Compound Name,RT,Score
[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl est,19.363,610,Area,752485.212,tR (min),19.363
Area,1248800.552,tR (min),19.508
Compound Name,RT,Score
4-tert-Octylphenol, TMS derivative,19.905,674,Area,16267.059,tR (min),19.905
Compound Name,RT,Score
Dimethyl sulfone,19.983,685,Area,224581.987,tR (min),19.983
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-propyl-,20.924,660,Area,176408.841,tR (min),20.924
Compound Name,RT,Score
3-(1,3-Dihydroxyisopropyl)-1,5,8,11,14,17-hexaoxacyclononad,21.564,620,Area,506343.443,tR (min),21.564
Compound Name,RT,Score
4-Methoxy-6-methyl-5-nitroisobenzofuran-1,3-dione,21.567,626,Area,934517.357,tR (min),21.567
Compound Name,RT,Score
4-tert-Octylphenol, TMS derivative,21.795,658,Area,396.115,tR (min),21.795
Compound Name,RT,Score
[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl est,22.24,622,Area,525129.127,tR (min),22.240
Area,6150.001,tR (min),22.263
Compound Name,RT,Score
15,15'-Bi-1,4,7,10,13-pentaoxacyclohexadecane,22.424,626,Area,131520.442,tR (min),22.424
Area,197001.155,tR (min),23.017
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-pentyl-,23.119,768,Area,416324.107,tR (min),23.119
Compound Name,RT,Score
Cyclopropanetetradecanoic acid, 2-octyl-, methyl ester,23.606,634,Area,1069333.310,tR (min),23.606
Compound Name,RT,Score
Pentanoic acid, 5-hydroxy-, 2,4-di-t-butylphenyl esters,23.856,761,Area,271484.967,tR (min),23.856
Compound Name,RT,Score
1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one,,24.563,606,Area,375789.882,tR (min),24.563

Sequence Name,20240603_S24031_BelénFlórez
Sample Name,E8
Compound Name,RT,Score
2,4-Dimethoxycinnamic acid,2.93,608,Area,97079.767,tR (min),2.930
Compound Name,RT,Score
2,3-Butanedione,3.548,903,Area,43599374.299,tR (min),3.548
Area,4303361.298,tR (min),3.784
Compound Name,RT,Score
2H-Oxireno[3,4]cyclopenta[1,2-c]furan-2-one, 1a,1b,4,4a,5,5,4.492,616,Area,1560284.608,tR (min),4.492
Compound Name,RT,Score
Silane, triethyl(2-phenylethoxy)-,5.529,603,Area,125736.593,tR (min),5.529
Area,146508.231,tR (min),5.803
Compound Name,RT,Score
4-Hexenal, 6-hydroxy-4-methyl-, dimethyl acetal, acetate, (,5.808,636,Area,162456.412,tR (min),5.808
Area,5941809.147,tR (min),6.608
Compound Name,RT,Score
Cyclohexanol, 2-methyl-5-(1-methylethenyl)-,6.961,636,Area,10839474.598,tR (min),6.961
Area,3949093.564,tR (min),7.370
Compound Name,RT,Score
1,3,7-Octatrien-5-yne,8.135,672,Area,574031.139,tR (min),8.135
Area,1039495.685,tR (min),8.313
Area,521851.658,tR (min),8.407
Compound Name,RT,Score
L-Lactic acid,8.807,849,Area,64095008.639,tR (min),8.807
Compound Name,RT,Score
Silane, triethyl(2-phenylethoxy)-,8.826,621,Area,28571891.619,tR (min),8.826
Compound Name,RT,Score
2-(4-Nitrobutyryl)cyclooctanone,9.347,610,Area,101853.729,tR (min),9.347
Area,1040704.766,tR (min),9.580
Compound Name,RT,Score
Mercaptoethanol, 2TMS derivative,9.997,723,Area,1607909.573,tR (min),9.997
Compound Name,RT,Score
Melezitose,10.041,648,Area,206562.892,tR (min),10.041
Area,443566.369,tR (min),10.839
Area,33438.788,tR (min),11.921
Compound Name,RT,Score
Acetic acid,12.043,912,Area,15322068.155,tR (min),12.043
Area,40557.660,tR (min),12.394
Area,1098191.363,tR (min),13.518
Compound Name,RT,Score
Benzaldehyde, 2-nitro-4-trimethylsilyl-,14.455,649,Area,428743.389,tR (min),14.455
Area,96006.706,tR (min),14.773
Area,94479.034,tR (min),14.783
Compound Name,RT,Score
Butanoic acid,15.355,844,Area,1401072.765,tR (min),15.355
Area,1440115.530,tR (min),15.497
Compound Name,RT,Score
d-Mannitol, 1-decylsulfonyl-,16.251,622,Area,211622.230,tR (min),16.251
Compound Name,RT,Score
Mercaptoacetic acid, 2TMS derivative,16.332,614,Area,331149.820,tR (min),16.332
Area,1996.350,tR (min),16.574
Area,73632.354,tR (min),17.139
Area,166429.553,tR (min),17.246
Area,31063.460,tR (min),17.303
Compound Name,RT,Score
d-Mannitol, 1-decylsulfonyl-,17.44,602,Area,221003.726,tR (min),17.440
Compound Name,RT,Score
1,2-Benzisothiazol-3-amine, TBDMS derivative,18.551,635,Area,26689.097,tR (min),18.551
Compound Name,RT,Score
Hexanoic acid,19.064,821,Area,1297880.571,tR (min),19.064
Area,773893.870,tR (min),19.198
Area,1267028.230,tR (min),19.500
Area,178718.637,tR (min),19.761
Area,177623.777,tR (min),19.768
Area,22139.067,tR (min),19.895
Compound Name,RT,Score
Silane, triethyl(2-phenylethoxy)-,19.986,601,Area,123019.463,tR (min),19.986
Area,118484.049,tR (min),19.990
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-propyl-,20.926,730,Area,151962.286,tR (min),20.926
Compound Name,RT,Score
1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-,21.564,632,Area,510870.965,tR (min),21.564
Compound Name,RT,Score
4-(7-Methyloctyl)phenol, TMS derivative,21.567,684,Area,944253.341,tR (min),21.567
Area,8444.537,tR (min),21.802
Compound Name,RT,Score
Octaethylene glycol monododecyl ether,22.105,642,Area,425370.370,tR (min),22.105
Area,27465.893,tR (min),22.286
Compound Name,RT,Score
3,5-Dimethoxycinnamic acid,22.422,636,Area,146481.220,tR (min),22.422
Compound Name,RT,Score
Ethanol, 2-phenoxy-,22.836,673,Area,183895.738,tR (min),22.836
Compound Name,RT,Score
4H-Furo[2,3-c]thiopyran-3-carbonitrile, 5,7-dihydro-2-amino,23.013,610,Area,252153.473,tR (min),23.013
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-nonyl-,23.12,721,Area,302103.110,tR (min),23.120
Compound Name,RT,Score
Cinnamic acid, 4-hydroxy-3-methoxy-, (5-hydroxy-2-hydroxyme,23.607,640,Area,1012514.634,tR (min),23.607
Compound Name,RT,Score
2,4-Di-tert-butylphenol,23.857,780,Area,280834.115,tR (min),23.857
Compound Name,RT,Score
1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one,,24.561,651,Area,413041.352,tR (min),24.561

Sequence Name,20240603_S24031_BelénFlórez
Sample Name,E9
Compound Name,RT,Score
Isopropyl Alcohol,2.959,747,Area,9764905.647,tR (min),2.959
Area,589799.137,tR (min),2.985
Area,2178589.340,tR (min),3.004
Area,607664.349,tR (min),3.010
Area,661605.285,tR (min),3.021
Area,1092284.252,tR (min),3.031
Area,206903.600,tR (min),3.049
Area,107215.407,tR (min),3.057
Area,73651.647,tR (min),3.142
Area,635129.111,tR (min),3.186
Area,758510.626,tR (min),3.218
Compound Name,RT,Score
2,3-Butanedione,3.444,800,Area,13029234.135,tR (min),3.444
Area,5508978.028,tR (min),3.784
Compound Name,RT,Score
Butanoic acid, ethyl ester,4.212,610,Area,4271457.135,tR (min),4.212
Area,5723762.584,tR (min),6.573
Compound Name,RT,Score
Cyclohexane, 1-methylene-4-(1-methylethenyl)-,6.892,730,Area,7435212.098,tR (min),6.892
Compound Name,RT,Score
Octaethylene glycol monododecyl ether,7.349,608,Area,3930088.172,tR (min),7.349
Compound Name,RT,Score
1,2,3-Propatriol, 1-indol-4-yl(ether),8.224,634,Area,655869.668,tR (min),8.224
Area,277473.516,tR (min),8.409
Area,21116515.144,tR (min),8.823
Area,26363728.185,tR (min),8.826
Compound Name,RT,Score
[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl est,9.449,623,Area,83930.426,tR (min),9.449
Compound Name,RT,Score
Silane, triethyl(2-phenylethoxy)-,9.529,621,Area,1042355.376,tR (min),9.529
Compound Name,RT,Score
Mercaptoethanol, 2TMS derivative,9.997,712,Area,1169150.005,tR (min),9.997
Area,154681.709,tR (min),10.041
Area,31939.066,tR (min),10.820
Area,8640.819,tR (min),11.938
Compound Name,RT,Score
Acetic acid,12.042,920,Area,17017606.298,tR (min),12.042
Area,20961.868,tR (min),12.401
Compound Name,RT,Score
Benzaldehyde, 2-nitro-4-trimethylsilyl-,13.509,629,Area,3094217.569,tR (min),13.509
Area,447610.894,tR (min),14.543
Area,89065.413,tR (min),14.773
Compound Name,RT,Score
4-(7-Methyloctyl)phenol, TMS derivative,14.779,613,Area,52078.813,tR (min),14.779
Compound Name,RT,Score
Butanoic acid,15.353,828,Area,1578005.976,tR (min),15.353
Area,1392492.682,tR (min),15.669
Area,233081.080,tR (min),16.182
Compound Name,RT,Score
Cyclopentene, 3,3-dimethyl-4-methylene-1,2-bis(trimethylsil,16.327,620,Area,352312.481,tR (min),16.327
Area,1642.406,tR (min),16.624
Area,82003.603,tR (min),17.132
Area,151832.680,tR (min),17.241
Area,25002.202,tR (min),17.298
Area,204220.763,tR (min),17.507
Area,4452.167,tR (min),18.478
Compound Name,RT,Score
Hexanoic acid,19.064,828,Area,1578036.029,tR (min),19.064
Compound Name,RT,Score
3,5-Dimethoxycinnamic acid,19.36,619,Area,759540.122,tR (min),19.360
Area,1236474.462,tR (min),19.384
Compound Name,RT,Score
Silane, triethyl(2-phenylethoxy)-,19.862,623,Area,9180.041,tR (min),19.862
Compound Name,RT,Score
Dimethyl sulfone,19.985,793,Area,300666.509,tR (min),19.985
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-propyl-,20.925,735,Area,171810.151,tR (min),20.925
Area,502378.834,tR (min),21.564
Compound Name,RT,Score
Cuminyl alcohol, tert-butyldimethylsilyl ether,21.567,615,Area,946068.691,tR (min),21.567
Area,2485.418,tR (min),21.755
Area,474893.142,tR (min),22.096
Area,2770.843,tR (min),22.313
Compound Name,RT,Score
1,4-Bis(trimethylsilyl)benzene,22.414,626,Area,135464.849,tR (min),22.414
Compound Name,RT,Score
Ethanol, 2-phenoxy-,22.836,697,Area,219334.489,tR (min),22.836
Compound Name,RT,Score
Nonanoic acid,22.879,677,Area,279421.722,tR (min),22.879
Compound Name,RT,Score
Benzaldehyde, 2-nitro-4-trimethylsilyl-,23.017,628,Area,201066.341,tR (min),23.017
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-pentyl-,23.119,711,Area,381946.615,tR (min),23.119
Compound Name,RT,Score
Cyclopropanetetradecanoic acid, 2-octyl-, methyl ester,23.605,641,Area,1039571.785,tR (min),23.605
Compound Name,RT,Score
2,4-Di-tert-butylphenol,23.856,723,Area,190269.772,tR (min),23.856
Compound Name,RT,Score
1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one,,24.562,634,Area,486883.976,tR (min),24.562

Sequence Name,20240603_S24031_BelénFlórez
Sample Name,E10
Compound Name,RT,Score
2,3-Butanedione,3.733,839,Area,21084915.396,tR (min),3.733
Area,5622897.644,tR (min),3.784
Area,5020884.218,tR (min),4.258
Area,4729343.818,tR (min),6.617
Compound Name,RT,Score
2-Heptanone,6.652,730,Area,9145109.893,tR (min),6.652
Area,3735703.385,tR (min),7.370
Area,600305.128,tR (min),8.176
Area,128328.347,tR (min),8.344
Compound Name,RT,Score
Acetoin,8.784,849,Area,29759692.643,tR (min),8.784
Area,6145216.645,tR (min),8.826
Area,99029.748,tR (min),9.427
Area,956654.583,tR (min),9.572
Area,519790.370,tR (min),9.921
Area,361895.943,tR (min),9.928
Compound Name,RT,Score
d-Mannitol, 1-decylsulfonyl-,10.041,624,Area,187514.283,tR (min),10.041
Compound Name,RT,Score
2-Nonanone,10.795,765,Area,450630.165,tR (min),10.795
Area,64265.392,tR (min),11.919
Compound Name,RT,Score
Acetic acid,12.021,895,Area,25999868.578,tR (min),12.021
Area,5313.802,tR (min),12.336
Compound Name,RT,Score
Propanoic acid,13.592,749,Area,13142356.938,tR (min),13.592
Area,428407.152,tR (min),14.513
Compound Name,RT,Score
4-(7-Methyloctyl)phenol, TMS derivative,14.773,642,Area,130910.727,tR (min),14.773
Compound Name,RT,Score
[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl est,14.779,611,Area,187858.330,tR (min),14.779
Area,343713.307,tR (min),15.536
Area,2778338.575,tR (min),16.166
Compound Name,RT,Score
Cyclopentene, 3,3-dimethyl-4-methylene-1,2-bis(trimethylsil,16.326,649,Area,331060.859,tR (min),16.326
Compound Name,RT,Score
[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl est,16.623,619,Area,14516.447,tR (min),16.623
Compound Name,RT,Score
Silane, triethyl(2-phenylethoxy)-,17.17,602,Area,70029.517,tR (min),17.170
Compound Name,RT,Score
1,2-Benzisothiazol-3-amine, TBDMS derivative,17.287,620,Area,313633.914,tR (min),17.287
Area,111336.688,tR (min),17.298
Area,208348.412,tR (min),17.512
Compound Name,RT,Score
1,2-Bis(trimethylsilyl)benzene,18.445,656,Area,6080.522,tR (min),18.445
Compound Name,RT,Score
Hexanoic acid,19.055,886,Area,24628015.158,tR (min),19.055
Area,567900.461,tR (min),19.363
Compound Name,RT,Score
d-Mannitol, 1-decylsulfonyl-,19.511,625,Area,1124815.633,tR (min),19.511
Area,26055.218,tR (min),19.884
Compound Name,RT,Score
Dimethyl sulfone,19.986,727,Area,216271.187,tR (min),19.986
Compound Name,RT,Score
Butylated Hydroxytoluene,20.154,832,Area,372289.045,tR (min),20.154
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-propyl-,20.925,692,Area,144204.749,tR (min),20.925
Area,500810.181,tR (min),21.564
Compound Name,RT,Score
15,15'-Bi-1,4,7,10,13-pentaoxacyclohexadecane,21.567,615,Area,935453.358,tR (min),21.567
Area,2399.292,tR (min),21.778
Area,3553961.894,tR (min),22.085
Area,795592.314,tR (min),22.348
Compound Name,RT,Score
Octaethylene glycol monododecyl ether,22.428,632,Area,69532.409,tR (min),22.428
Compound Name,RT,Score
(3aR,4aS,5R,6S,7aS,8S,9aR)-5,6-Dimethoxy-4a,8-dimethyl-3-me,23.015,624,Area,105607.523,tR (min),23.015
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-pentyl-,23.119,739,Area,432331.593,tR (min),23.119
Compound Name,RT,Score
n-Decanoic acid,23.601,805,Area,3817012.809,tR (min),23.601
Compound Name,RT,Score
1-O-Monoacetyl-2,3-O-dibenzoyl-d-ribofuranose,24.558,680,Area,1029678.347,tR (min),24.558

Sequence Name,20240603_S24031_BelénFlórez
Sample Name,E11
Compound Name,RT,Score
2,3-Butanedione,3.729,824,Area,20447207.765,tR (min),3.729
Area,6675495.069,tR (min),3.784
Compound Name,RT,Score
2H-Oxireno[3,4]cyclopenta[1,2-c]furan-2-one, 1a,1b,4,4a,5,5,4.372,601,Area,5068917.036,tR (min),4.372
Area,5776019.693,tR (min),6.614
Compound Name,RT,Score
2-Heptanone,6.652,725,Area,10033763.295,tR (min),6.652
Area,3886278.532,tR (min),7.351
Area,603805.575,tR (min),8.215
Compound Name,RT,Score
Thymol, TBDMS derivative,8.335,613,Area,123469.545,tR (min),8.335
Compound Name,RT,Score
Acetoin,8.786,863,Area,29144902.956,tR (min),8.786
Area,6340011.237,tR (min),8.826
Area,89361.779,tR (min),9.402
Area,922258.273,tR (min),9.654
Compound Name,RT,Score
3-Pentanol, 2-methyl-,9.919,670,Area,727568.529,tR (min),9.919
Compound Name,RT,Score
Mercaptoethanol, 2TMS derivative,9.994,721,Area,1809233.641,tR (min),9.994
Area,190516.111,tR (min),10.065
Compound Name,RT,Score
2-Nonanone,10.793,755,Area,447625.081,tR (min),10.793
Area,54493.982,tR (min),11.916
Compound Name,RT,Score
Acetic acid,12.029,905,Area,20553516.690,tR (min),12.029
Area,30716.390,tR (min),12.393
Compound Name,RT,Score
Nitrogen,13.503,793,Area,4595848.435,tR (min),13.503
Area,149778.071,tR (min),14.256
Area,430199.308,tR (min),14.474
Area,128985.845,tR (min),14.773
Area,132766.313,tR (min),14.776
Area,278408.170,tR (min),15.535
Area,2167499.447,tR (min),16.163
Compound Name,RT,Score
Trisiloxane, octamethyl-,16.327,643,Area,337463.071,tR (min),16.327
Compound Name,RT,Score
Octaethylene glycol monododecyl ether,16.629,649,Area,15442.018,tR (min),16.629
Area,74328.137,tR (min),17.180
Compound Name,RT,Score
Silane, triethyl(2-phenylethoxy)-,17.287,606,Area,345649.002,tR (min),17.287
Area,137424.765,tR (min),17.298
Area,208200.432,tR (min),17.435
Area,20426.147,tR (min),18.442
Compound Name,RT,Score
Hexanoic acid,19.055,921,Area,22683808.644,tR (min),19.055
Compound Name,RT,Score
Silane, triethyl(2-phenylethoxy)-,19.363,601,Area,609725.028,tR (min),19.363
Area,1151506.148,tR (min),19.511
Compound Name,RT,Score
β-D-Glucopyranose, 4-O-β-D-galactopyranosyl-,19.928,606,Area,10990.667,tR (min),19.928
Compound Name,RT,Score
Dimethyl sulfone,19.987,649,Area,155304.948,tR (min),19.987
Compound Name,RT,Score
Butylated Hydroxytoluene,20.153,878,Area,723977.182,tR (min),20.153
Compound Name,RT,Score
d-Mannose,20.768,645,Area,190132.873,tR (min),20.768
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-propyl-,20.923,669,Area,183712.502,tR (min),20.923
Compound Name,RT,Score
Silane, triethyl(2-phenylethoxy)-,21.564,638,Area,504062.065,tR (min),21.564
Compound Name,RT,Score
1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-,21.567,602,Area,939777.649,tR (min),21.567
Compound Name,RT,Score
Desulphosinigrin,21.775,607,Area,2380.718,tR (min),21.775
Area,2893521.718,tR (min),22.082
Compound Name,RT,Score
[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl est,22.338,611,Area,639964.646,tR (min),22.338
Compound Name,RT,Score
15,15'-Bi-1,4,7,10,13-pentaoxacyclohexadecane,22.434,625,Area,33045.178,tR (min),22.434
Compound Name,RT,Score
i-Propyl 9-tetradecenoate,23.015,609,Area,174636.326,tR (min),23.015
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-pentyl-,23.117,731,Area,491791.645,tR (min),23.117
Compound Name,RT,Score
n-Decanoic acid,23.602,758,Area,3073219.280,tR (min),23.602
Compound Name,RT,Score
β-1,5-Dibenzoyl-2-deoxy-ribofuranose,24.56,655,Area,714382.530,tR (min),24.560

Sequence Name,20240603_S24031_BelénFlórez
Sample Name,E12
Area,524960.376,tR (min),3.148
Area,149641.655,tR (min),3.192
Compound Name,RT,Score
2,3-Butanedione,3.722,796,Area,18333731.727,tR (min),3.722
Compound Name,RT,Score
16-Methyloxacyclohexadeca-3,5-dien-2-one,3.787,600,Area,5990287.756,tR (min),3.787
Compound Name,RT,Score
2H-Oxireno[3,4]cyclopenta[1,2-c]furan-2-one, 1a,1b,4,4a,5,5,4.409,602,Area,3106407.760,tR (min),4.409
Compound Name,RT,Score
Cyclohexanol, 2-butyl-,,5.906,640,Area,303523.516,tR (min),5.906
Area,5366984.918,tR (min),6.597
Compound Name,RT,Score
Bicyclo[3.1.0]hexane-6-methanol, 2-hydroxy-1,4,4-trimethyl-,6.848,631,Area,8668789.737,tR (min),6.848
Area,3959883.856,tR (min),7.370
Compound Name,RT,Score
Formamide, N-methyl-N-4-[1-(pyrrolidinyl)-2-butynyl]-,8.157,617,Area,571982.714,tR (min),8.157
Compound Name,RT,Score
1-Methyl-8-propyl-3,6-diazahomoadamantan-9-ol,8.335,658,Area,127908.051,tR (min),8.335
Compound Name,RT,Score
Acetoin,8.784,853,Area,25008119.214,tR (min),8.784
Compound Name,RT,Score
(2R,3R,4aR,5S,8aS)-2-Hydroxy-4a,5-dimethyl-3-(prop-1-en-2-y,8.826,623,Area,4961079.813,tR (min),8.826
Area,78296.145,tR (min),9.325
Compound Name,RT,Score
Ethyl 9-tetradecenoate,9.653,667,Area,945742.306,tR (min),9.653
Compound Name,RT,Score
[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl est,9.916,624,Area,411564.554,tR (min),9.916
Compound Name,RT,Score
Cyclopentadecanone,9.922,613,Area,416698.520,tR (min),9.922
Compound Name,RT,Score
Mercaptoethanol, 2TMS derivative,9.994,706,Area,1923663.732,tR (min),9.994
Compound Name,RT,Score
1,1,3,3-Tetraallyl-1,3-disilacyclobutane,10.041,627,Area,189010.365,tR (min),10.041
Compound Name,RT,Score
2-Nonanone,10.792,729,Area,410976.343,tR (min),10.792
Compound Name,RT,Score
[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl est,11.91,602,Area,49688.689,tR (min),11.910
Compound Name,RT,Score
Acetic acid,12.024,926,Area,23185641.390,tR (min),12.024
Area,23473.438,tR (min),12.393
Compound Name,RT,Score
Ethane, nitro-,13.6,757,Area,1460729.621,tR (min),13.600
Compound Name,RT,Score
Cyclopropanetetradecanoic acid, 2-octyl-, methyl ester,14.257,629,Area,259023.469,tR (min),14.257
Area,434672.008,tR (min),14.542
Area,144122.710,tR (min),14.773
Area,170002.911,tR (min),14.778
Area,215672.329,tR (min),15.538
Compound Name,RT,Score
Silane, triethyl(2-phenylethoxy)-,16.168,601,Area,2562211.602,tR (min),16.168
Compound Name,RT,Score
1-(2-Hydroxy-5-methylphenyl)propan-1-one, TMS,16.326,667,Area,342482.760,tR (min),16.326
Area,15833.781,tR (min),16.607
Compound Name,RT,Score
1-Deoxy-d-mannitol,17.181,612,Area,70182.063,tR (min),17.181
Area,472241.352,tR (min),17.283
Compound Name,RT,Score
Benzaldehyde, 2-nitro-4-trimethylsilyl-,17.298,603,Area,166173.968,tR (min),17.298
Area,201074.451,tR (min),17.534
Area,26865.819,tR (min),18.436
Area,617505.039,tR (min),19.363
Compound Name,RT,Score
d-Glycero-d-galacto-heptose,19.511,618,Area,1156471.264,tR (min),19.511
Area,13847.925,tR (min),19.897
Compound Name,RT,Score
Dimethyl sulfone,19.984,689,Area,199113.970,tR (min),19.984
Compound Name,RT,Score
Butylated Hydroxytoluene,20.153,860,Area,498095.137,tR (min),20.153
Compound Name,RT,Score
Lactose,20.764,659,Area,287079.655,tR (min),20.764
Compound Name,RT,Score
2H-Pyran-2-one, tetrahydro-6-propyl-,20.923,651,Area,141069.785,tR (min),20.923
Area,503446.400,tR (min),21.565
Area,932783.927,tR (min),21.567
Area,7433.418,tR (min),21.800
Compound Name,RT,Score
[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl est,22.08,600,Area,3945441.259,tR (min),22.080
Compound Name,RT,Score
