X,Y,Z,C
-769.825,-8.46234,-665.158,0.0129889
-757.665,-11.7538,-658.19,0.0115823
-765.514,-9.18832,-652.78,0.0117711
-767.796,-6.34958,-678.798,0.0153074
-725.846,-52.414,-629.2,0.00431863
-718.544,-57.7806,-616.83,0.00452622
-746.956,-33.403,-630.864,0.00878658
-744.855,-30.3409,-656.54,0.00953268
-732.15,-44.0435,-659.642,0.00871703
-726.227,-48.0037,-660.809,0.00809825
-747.069,-28.9488,-667.371,0.0105329
-741.719,-34.0848,-670.266,0.0109127
-748.671,-25.6067,-660.926,0.0100241
-727.602,-40.8716,-673.447,0.0102966
-724.602,-44.7017,-680.25,0.0112984
-748.97,-17.8256,-676.634,0.0146445
-721.395,-55.9924,-673.948,0.0092421
-709.77,-60.6286,-656.129,0.00667321
-701.313,-70.7344,-656.163,0.00709773
-703.22,-63.5759,-655.424,0.00586847
-718.987,-56.2207,-666.403,0.00693656
-720.606,-53.2032,-659.983,0.0062278
-849.309,72.7745,-676.876,0.0102864
-827.481,61.805,-656.069,0.00838676
-810.552,38.8942,-651.871,0.00450029
-803.662,12.8516,-609.484,0.00679174
-794.246,5.29878,-609.8,0.00736106
-795.711,7.04364,-621.652,0.00815204
-799.82,25.9011,-639.102,0.00575635
-797.436,18.7776,-650.076,0.00579842
-793.492,3.1469,-632.951,0.00869694
-797.866,27.0761,-668.288,0.0073379
-815.206,34.826,-627.262,0.00366655
-820.035,41.693,-640.439,0.00342769
-805.056,28.489,-627.697,0.00481144
-788.585,14.7901,-658.833,0.00955125
-777.86,3.60674,-661.341,0.0114703
-780.948,10.2129,-662.244,0.0120673
-781.665,18.3587,-677.9,0.0131422
-787.704,24.0316,-678.963,0.0125874
-772.975,-0.10038,-678.1,0.0139943
-842.71,71.8828,-651.698,0.00846431
-854.229,82.3432,-652.231,0.010798
-865.198,88.1247,-651.593,0.00934741
-832.258,73.5057,-658.776,0.00887933
-887.82,109.549,-663.351,0.00496066
-824.918,66.4259,-680.696,0.00922448
-1017.98,212.557,-607.088,0.000958562
-960.93,169.662,-621.943,0.00144108
-975.89,184.054,-616.928,0.00150657
-961.407,201.458,-665.734,0.00222262
-983.609,197.975,-608.975,0.001275
-935.939,155.25,-635.308,0.00132181
-1032.39,244.314,-671.167,0.000772726
-406.287,-405.743,-563.735,0.000162334
-360.574,-421.739,-561.573,0.000128128
-395.837,-389.891,-611.266,0.000187533
-551.867,-234.853,-605.484,0.00120237
-547.166,-243.316,-594.703,0.00112323
-582.081,-210.777,-539.102,0.000772066
-557.077,-252.919,-570.302,0.000810151
-543.464,-271.837,-553.249,0.000512742
-535.646,-255.738,-583.69,0.000978191
-531.099,-252.727,-598.164,0.00092372
-525.527,-262.702,-575.307,0.000755091
-512.726,-268.134,-580.862,0.000491141
-613.361,-166.113,-563.757,0.00244724
-625.13,-164.591,-559.293,0.0023618
-606.088,-176.907,-590.961,0.00287822
-634.451,-157.604,-564.373,0.00283352
-637.438,-149.424,-579.146,0.0032703
-629.81,-159.562,-582.122,0.00371029
-658.179,-135.444,-577.623,0.00305095
-640.758,-158.974,-553.382,0.00205422
-642.845,-153.037,-601.916,0.00277825
-626.138,-164.424,-598.743,0.00322318
-633.066,-158.927,-607.276,0.00271885
-699.125,-110.006,-557.167,0.00129672
-647.992,-148.838,-555.661,0.00226852
-655.696,-133.367,-558.197,0.0032224
-661.645,-135.074,-601.627,0.00318663
-663.415,-121.336,-557.955,0.0022519
-679.77,-124.464,-576.606,0.00186809
-768.555,-14.8194,-573.594,0.00328732
-790.202,-1.67937,-599.952,0.00565972
-770.477,-15.9946,-600.314,0.00457768
-838.958,31.1698,-552.817,0.00256399
-825.066,20.1494,-570.563,0.00288862
-840.775,58.3504,-578.606,0.00357772
-839.15,51.5504,-568.253,0.00360331
-849.076,64.813,-571.762,0.00402592
-857.791,72.624,-575.817,0.00634229
-868.273,72.1345,-556.741,0.00391954
-787.124,-5.36419,-572.424,0.00247892
-818.986,14.7152,-560.949,0.00215705
-822.137,35.4877,-584.096,0.00374197
-902.816,115.121,-576.406,0.000897803
-876.531,83.9236,-563.65,0.00118659
-881.658,94.9274,-567.589,0.000970168
-976.275,180.463,-575.502,0.00220671
-980.729,183.831,-539.38,0.00241185
-971.309,172.715,-539.743,0.00292368
-975.488,182.032,-553.235,0.00240867
-957.081,164.223,-539.102,0.00362004
-939.397,154.31,-548.757,0.00336154
-945.939,155.204,-534.994,0.0036614
-957.578,164.083,-599.505,0.00108547
-951.425,158.81,-612.221,0.00130128
-1138.49,344.013,-552.525,0.000190863
-442.582,-372.696,-490.991,0.000158927
-441.001,-361.679,-509.481,0.000156269
-459.885,-341.544,-521.956,0.000140727
-491.651,-329.182,-493.622,0.000145452
-508.654,-291.719,-532.67,0.000209709
-526.883,-275.606,-525.895,0.000230649
-476.201,-335.027,-508.739,0.000167369
-471.855,-341.584,-485.844,0.00016781
-546.561,-269.485,-472.474,0.000203687
-543.854,-266.378,-515.828,0.000326731
-532.02,-274.786,-494.877,0.000210605
-516.241,-283.505,-518.589,0.000219657
-654.082,-150.39,-472.735,0.000727386
-669.409,-135.139,-492.472,0.00115192
-698.106,-129.322,-486.14,0.00117577
-699.036,-105.513,-504.625,0.00117997
-818.089,3.45133,-531.365,0.00225138
-816.899,11.0075,-502.135,0.0033286
-808.606,-1.21271,-499.219,0.00369094
-804.492,-13.3638,-490.916,0.00392899
-754.604,-49.0631,-489.845,0.00382065
-799.423,-26.2822,-485.691,0.00457787
-748.856,-59.0589,-480.024,0.00310388
-736.721,-66.7483,-491.922,0.00381206
-881.841,68.1932,-508.467,0.00313195
-843.94,14.5439,-475.626,0.00320492
-854.786,59.3899,-547.196,0.00357191
-826.885,22.6397,-499.161,0.00368929
-921.561,105.515,-472.474,0.00256216
-929.989,114.851,-482.242,0.00280118
-950.5,138.472,-511.023,0.00355207
-939.126,132.278,-518.148,0.00324997
-961.87,146.236,-465.049,0.00151328
-929.228,118.442,-511.657,0.00303128
-907.02,100.214,-494.877,0.00323416
-897.591,91.6771,-502.227,0.00324241
-901.883,99.3936,-525.895,0.00230463
-891.051,80.6048,-478.946,0.002917
-880.646,69.7329,-479.295,0.00312149
-869.455,60.0224,-482.936,0.00274509
-883.654,83.2814,-532.67,0.00252249
-869.22,70.2169,-545.692,0.00341063
-986.412,159.125,-475.085,0.00195207
-974.46,159.927,-484.54,0.00237063
-979.601,160.969,-510.106,0.00259221
-951.541,130.811,-496.517,0.00347254
-961.416,146.157,-504.682,0.00391141
-1181.58,401.853,-521.981,0.000125908
-408.216,-426.345,-455.002,6.81E-05
-427.393,-415.588,-451.204,9.86E-05
-448.393,-382.316,-469.585,0.000117308
-406.611,-388.568,-477.809,0.000119394
-382.756,-433.788,-426.542,7.06E-05
-566.772,-240.754,-410.145,0.000154102
-582.439,-225.333,-408.336,0.000185957
-672.905,-163.22,-398.47,0.000348946
-711.995,-109.077,-464.814,0.00109684
-820.894,-19.4717,-466.04,0.0038449
-835.848,5.82133,-465.792,0.00325889
-827.644,-6.46455,-462.333,0.00390787
-803.277,-19.5822,-437.312,0.00268602
-783.423,-25.1446,-457.426,0.00346556
-806.81,-19.3228,-460.623,0.00452132
-837.636,10.7365,-445.806,0.00230368
-863.757,44.12,-416.845,0.00146743
-999.777,154.98,-463.16,0.00124944
-975.532,145.958,-458.496,0.00146809
-935.721,111.836,-452.736,0.00127768
-923.554,103.649,-457.653,0.00194985
-1093.39,281.573,-434.866,0.000164371
-1144.94,337.167,-408.336,0.000112988
-1241.63,408.227,-439.196,8.33E-05
-486.295,-389.561,-351.807,6.99E-05
-539.855,-315.175,-343.682,6.94E-05
-528.649,-326.195,-323.341,7.55E-05
-553.651,-308.45,-360.47,0.000119488
-511.818,-307.855,-404.568,0.00012154
-632.876,-221.806,-373.507,0.000192619
-576.654,-253.883,-369.159,0.000124721
-596.997,-245.096,-371.738,0.000193768
-662.177,-208.789,-334.247,0.000178854
-861.777,21.0894,-366.06,0.000763222
-805.844,-18.3134,-379.148,0.000941776
-774.026,-51.9189,-361.374,0.000666887
-808.29,-42.1211,-343.128,0.000613079
-901.238,69.2775,-364.958,0.000598256
-915.341,86.4282,-365.049,0.000530065
-835.867,-9.88386,-350.378,0.000670922
-824.024,-12.7162,-368.55,0.000698098
-885.376,54.1229,-369.283,0.000902874
-892.507,51.4411,-398.665,0.00204953
-869.02,39.5642,-375.278,0.000980104
-963.652,114.172,-348.209,0.000296262
-993.316,136.698,-327.481,0.000249214
-976.972,120.348,-365.792,0.000393014
-954.972,119.56,-369.746,0.000290645
-931.705,118.091,-386.218,0.000560452
-1048.79,172.939,-351.807,0.000215711
-1006.69,153.538,-324.949,0.00019071
-1091.15,236.305,-323.341,0.000116729
-519.975,-337.085,-305.329,5.53E-05
-510.778,-346.39,-287.411,5.69E-05
-503.431,-354.713,-267.62,4.49E-05
-502.424,-358.495,-244.804,4.03E-05
-469.709,-376.551,-305.102,4.88E-05
-596.653,-268.039,-294.058,9.93E-05
-656.537,-230.51,-259.733,8.74E-05
-636.984,-224.918,-298.222,9.78E-05
-640.32,-242.817,-268.704,9.88E-05
-708.518,-170.782,-249.031,0.000120862
-704.867,-137.738,-305.757,0.000228381
-647.32,-205.994,-291.904,0.000130792
-794.281,-82.1653,-313.629,0.000413981
-757.137,-109.776,-308.492,0.000356738
-774.325,-97.2692,-317.731,0.000449913
-785.324,-81.024,-267.528,0.000247154
-767.239,-93.9875,-270.099,0.000266879
-715.712,-124.868,-321.556,0.000305393
-835.85,-16.1983,-327.755,0.00046508
-842.016,-18.2942,-306.169,0.000382891
-829.986,-38.4987,-276.136,0.000189449
-844.695,-23.7941,-285.198,0.000239189
-937.479,75.8139,-295.094,0.000231391
-910.949,37.9695,-291.918,0.000193463
-909.711,24.3653,-274.084,0.000199841
-927.877,67.8198,-276.201,0.000195352
-1053.37,190.309,-259.609,8.74E-05
-1064.92,204.005,-244.804,7.45E-05
-1032.21,185.949,-305.102,0.00014589
-628.531,-261.651,-265.725,7.96E-05
-643.138,-240.453,-244.4,6.18E-05
-635.428,-242.864,-223.801,6.88E-05
-716.941,-163.42,-204.733,7.73E-05
-678.886,-206.357,-229.157,7.81E-05
-792.552,-80.401,-194.294,0.000100785
-811.555,-71.1714,-188.052,8.88E-05
-793.01,-80.3572,-216.95,0.000148431
-769.042,-110.765,-217.444,0.000127223
-780.796,-95.2647,-228.307,0.00017092
-751.334,-123.472,-219.637,0.000121576
-752.594,-103.417,-257.125,0.000203791
-731.745,-130.71,-228.265,0.000116513
-814.18,-52.5208,-268.729,0.000182356
-800.675,-67.3799,-259.059,0.000221266
-995.168,129.043,-216.939,8.98E-05
-1022,147.28,-188.645,6.80E-05
-1157.25,291.572,-203.104,5.06E-05
-398.911,-501.4,-143.476,2.04E-05
-474.001,-414.364,-171.876,1.46E-05
-819.413,-75.7444,-166.999,7.38E-05
-764.702,-114.695,-174.092,6.28E-05
-785.062,-105.54,-163.669,5.91E-05
-778.942,-96.2257,-183.392,9.55E-05
-748.046,-129.924,-176.531,7.02E-05
-949.031,86.495,-175.556,8.18E-05
-978.353,75.9383,-143.747,5.70E-05
