"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.641133175E2,-2.778235812E-1,-2.797723120E-1,-2.733643484E-1
1.641233775E2,2.402619084E-1,-3.241253431E-1,4.182302856E-1
1.641334375E2,7.794412469E-2,-1.981764641E-1,-7.551679015E-2
1.641434975E2,-5.757786144E-2,-3.078955190E-1,-3.839422131E-1
1.641535565E2,-5.400944277E-2,-4.372501087E-1,1.643172848E-1
1.641636163E2,-1.658462952E-1,-2.194936582E-1,5.267931998E-1
1.641736763E2,2.914416734E-1,-1.397702350E-1,-1.643009126E-2
1.641837363E2,2.252000656E-1,-2.495911776E-1,-4.484229684E-3
1.641937953E2,7.495913023E-2,-3.310481541E-1,-3.072647506E-1
1.642038553E2,-1.922456698E-1,-3.927658077E-1,-1.324335873E-1
1.642139153E2,2.370180742E-1,-3.129630084E-1,-6.518300593E-2
1.642239743E2,4.977902427E-1,-3.449437697E-1,-4.523172140E-2
1.642340343E2,-7.848767820E-2,-2.101467378E-1,-1.482380265E-1
1.642440943E2,-2.839273618E-2,-2.453452219E-1,1.249994373E-1
1.642541543E2,3.312980495E-1,-2.337664193E-1,3.870061541E-1
1.642642133E2,-7.160770722E-2,-2.881183353E-1,-1.661749452E-1
1.642742733E2,-4.238543935E-1,-3.172573498E-1,1.551552826E-1
1.642843333E2,1.693160878E-1,-3.405606969E-1,2.800798756E-1
1.642943933E2,4.475364757E-2,-2.344625303E-1,1.437415177E-1
1.643044523E2,2.993964814E-1,-1.831979442E-1,-3.126517904E-1
1.643145123E2,-4.453494526E-1,-2.907473896E-1,-2.734462094E-1
1.643245723E2,3.565742837E-1,-3.794559368E-1,-4.166322416E-1
1.643346313E2,-3.191815040E-2,-2.983357599E-1,-1.637115133E-1
1.643446913E2,6.102578178E-2,-3.383068876E-1,5.971702874E-2
1.643547513E2,-3.196746253E-1,-3.371178563E-1,-3.285790211E-1
1.643648113E2,3.865668272E-2,-1.606735924E-1,-2.030942649E-1
1.643748703E2,3.438144897E-1,-3.213637032E-1,-2.247786641E-2
1.643849303E2,9.729609702E-2,-4.104659142E-1,-4.168772399E-2
1.643949903E2,-4.719375827E-1,-2.934378397E-1,-5.044270152E-1
1.644050503E2,3.194075354E-2,-3.141054082E-1,5.657064199E-2
1.644151093E2,3.787965171E-1,-2.554591508E-1,4.527458149E-1
1.644251693E2,4.645557105E-2,-1.387912649E-1,-1.566270268E-1
1.644352293E2,1.471813159E-2,-2.883058847E-1,-3.479672188E-1
1.644452883E2,1.397971048E-2,-4.259410089E-1,1.356396157E-1
1.644553483E2,1.540272816E-1,-3.154957299E-1,-2.557361627E-1
1.644654083E2,-1.225786352E-1,-1.782573393E-1,-2.966169709E-1
1.644754683E2,1.447736791E-2,-3.690110555E-1,1.822009939E-1
1.644855273E2,-4.004418131E-2,-2.251357828E-1,6.145716012E-2
1.644955873E2,-1.810034659E-1,-1.853807098E-1,1.738669574E-1
1.645056473E2,1.476589512E-1,-3.774922957E-1,4.316268414E-1
1.645157063E2,-8.955948154E-2,-2.134426671E-1,2.417899686E-1
1.645257663E2,-2.000282773E-1,-1.989006418E-1,9.036696374E-2
1.645358263E2,-1.114728175E-1,-3.307861988E-1,2.766949224E-1
1.645458863E2,2.967574777E-2,-1.952123643E-1,-7.468005359E-2
1.645559453E2,5.401500219E-2,-2.554785928E-1,-4.916145962E-1
1.645660053E2,4.194560448E-2,-3.049559775E-1,-2.257469630E-1
1.645760653E2,1.335917015E-1,-4.066007584E-1,-2.455889046E-1
1.645861253E2,-8.521182088E-2,-3.006649983E-1,-7.141216171E-1
1.645961843E2,7.009431990E-3,-1.809489588E-1,6.450700933E-1
1.646062443E2,1.324620559E-1,-2.874691482E-1,-1.550096869E-1
1.646163043E2,-1.799719439E-1,-2.085957639E-1,1.108287102E-1
1.646263633E2,7.252505313E-2,-2.632849181E-1,4.015481794E-1
1.646364233E2,1.251076108E-1,-2.661189173E-1,8.971032143E-2
1.646464833E2,-1.091365443E-1,-2.970965888E-1,-5.262961864E-2
1.646565433E2,-3.941637673E-1,-2.639509159E-1,-1.850526810E-1
1.646666023E2,2.601363386E-1,-2.884777929E-1,1.856105053E-1
1.646766623E2,-4.371734280E-2,-2.416639611E-1,-3.893263292E-1
1.646867223E2,-6.108358699E-2,-2.693687998E-1,1.266115147E-1
1.646967813E2,2.483113545E-2,-2.042052358E-1,-9.056752324E-3
1.647068413E2,1.850265147E-1,-3.699792083E-1,-5.898086429E-2
1.647169013E2,-1.499266750E-2,-2.145464753E-1,-7.334162593E-3
1.647269613E2,-1.746233679E-1,-9.589726031E-2,5.279000777E-1
1.647370203E2,1.898014789E-1,-3.608799174E-1,-4.262731308E-1
1.647470803E2,-1.995325431E-1,-3.130179723E-1,9.698191881E-2
1.647571403E2,-1.916324888E-2,-2.504254290E-1,3.182809049E-1
1.647672003E2,-4.608976375E-4,-3.325409482E-1,-1.437578899E-1
1.647772593E2,-1.538754002E-1,-2.285391547E-1,9.341745615E-2
1.647873193E2,-2.765363715E-1,-1.269565004E-1,7.315626919E-2
1.647973793E2,7.264237660E-2,-3.119105096E-1,1.617515266E-1
1.648074383E2,-1.472542690E-1,-2.611723191E-1,-1.991596735E-1
1.648174983E2,1.167116487E-1,-1.579546371E-1,9.485294759E-2
1.648275583E2,7.801720574E-2,-2.839903472E-1,3.456873894E-3
1.648376183E2,1.911902474E-1,-3.171806051E-1,-3.190123916E-1
1.648476773E2,-1.381527215E-1,-1.929111926E-1,7.074136913E-2
1.648577373E2,2.041261705E-1,-3.353790405E-1,-5.884754777E-2
1.648677973E2,2.425498691E-1,-3.452982572E-1,-3.960728467E-2
1.648778563E2,-7.553506270E-2,-2.701353697E-1,3.852496505E-2
1.648879163E2,-2.403505760E-2,-3.038895915E-1,7.808079422E-2
1.648979763E2,2.730398097E-1,-2.438932121E-1,-6.712018847E-3
1.649080363E2,1.887487494E-3,-1.762287940E-1,1.362389553E-1
1.649180953E2,-1.280258191E-1,-2.283372796E-1,-4.338458598E-2
1.649281553E2,7.716208700E-2,-2.756763375E-1,1.320815849E-1
1.649382153E2,2.244663132E-1,-2.190429841E-1,-6.839488149E-3
1.649482753E2,1.293302781E-1,-2.713844812E-1,8.543074429E-2
1.649583343E2,-9.169052669E-2,-2.386567381E-1,-3.373071599E-1
1.649683943E2,3.770149801E-1,-2.706750678E-1,1.300900233E-1
1.649784543E2,1.352243354E-1,-3.181075349E-1,-1.255104840E-1
1.649885133E2,-1.987160251E-2,-3.262696633E-1,-2.534346986E-1
1.649985733E2,9.187318822E-2,-3.597857572E-1,-2.530645698E-1
1.650086333E2,8.031909923E-2,-3.265533994E-1,1.553517491E-1
1.650186933E2,2.045299025E-1,-2.627028278E-1,-3.213015765E-1
1.650287523E2,1.604057534E-1,-2.840938430E-1,3.667081296E-2
1.650388123E2,1.573543108E-1,-2.457092111E-1,6.463979959E-2
1.650488723E2,5.363990787E-2,-2.674952057E-1,-2.242284411E-1
1.650589323E2,1.213010186E-1,-3.197424164E-1,1.735430217E-1
1.650689913E2,2.470213445E-1,-1.958428404E-1,2.235150808E-1
1.650790513E2,3.970930396E-1,-2.574203070E-1,-3.325966430E-1
1.650891113E2,1.174175355E-1,-3.160757737E-1,-1.824623644E-1
1.650991703E2,1.860950020E-1,-3.842491919E-1,4.295130730E-2
1.651092303E2,8.946064532E-2,-2.462386765E-1,2.189782262E-2
1.651192903E2,2.789196418E-1,-3.353986287E-1,-8.428235114E-2
1.651293503E2,7.670046760E-2,-2.358635232E-1,1.021344852E-1
1.651394093E2,8.182800064E-2,-2.822315048E-1,6.432521939E-3
1.651494693E2,1.961846467E-1,-3.975874217E-1,-1.596465290E-2
1.651595294E2,1.840795946E-1,-2.390192655E-1,3.322341156E-1
1.651695884E2,-1.519955843E-2,-2.538153523E-1,-3.368200868E-1
1.651796484E2,3.027024058E-2,-2.788611697E-1,-2.344230616E-1
1.651897084E2,1.477220645E-1,-2.368215895E-1,4.999784535E-1
1.651997684E2,2.943117975E-1,-3.568829070E-1,-2.421460640E-1
1.652098274E2,2.828991837E-1,-3.272995041E-1,1.337959886E-2
1.652198874E2,1.972215590E-1,-2.783567011E-1,3.826271743E-1
1.652299474E2,2.761432377E-1,-3.280084790E-1,-1.202246010E-1
1.652400074E2,1.588572645E-1,-3.804656048E-1,-5.918142378E-2
1.652500664E2,2.985864776E-1,-6.604254663E-1,5.935157776E-1
1.652601264E2,2.608728868E-2,-7.437156911E-1,5.701093733E-2
1.652701864E2,1.134754889E-1,-6.870949093E-1,2.967169583E-2
1.652802454E2,4.042658556E-1,-5.105467111E-1,4.980874640E-1
1.652903054E2,9.517883850E-2,-1.827829380E-1,2.630761725E-1
1.653003654E2,-1.127177903E-1,-6.735510036E-2,4.188600308E-1
1.653104254E2,2.556051119E-1,-3.161773691E-1,6.562382752E-1
1.653204844E2,2.856889268E-1,-4.904353590E-1,2.313100040E-1
1.653305444E2,6.968148820E-2,-6.297077036E-1,3.300636292E-2
1.653406044E2,3.168187721E-1,-7.229988599E-1,3.457674962E-1
1.653506634E2,1.683324582E-1,-7.666322449E-1,2.584387457E-1
1.653607234E2,1.428322939E-1,-7.491595951E-1,6.420827508E-2
1.653707834E2,1.273003898E-1,-6.100398628E-1,4.848131150E-1
1.653808434E2,2.584495448E-1,-5.210741843E-1,2.186045891E-1
1.653909024E2,1.343305337E-1,-3.159792946E-1,1.570673221E-1
1.654009624E2,1.183951169E-1,-3.538325608E-1,4.762510371E-1
1.654110224E2,3.177975594E-1,-4.784140684E-1,9.009623766E-2
1.654210824E2,2.548023441E-1,-6.432428384E-1,5.422123075E-2
1.654311414E2,-3.430396970E-3,-6.742495997E-1,3.592950296E-1
1.654412014E2,3.042223164E-1,-8.090638809E-1,1.283709419E-1
1.654512614E2,2.185534808E-1,-6.637408376E-1,2.020692480E-1
1.654613204E2,2.821319194E-1,-6.451741737E-1,2.809230441E-1
1.654713804E2,1.405006070E-1,-4.462402028E-1,1.914846182E-2
1.654814404E2,3.314594326E-1,-4.553166895E-1,4.234810853E-1
1.654915004E2,2.451100907E-1,-3.742106920E-1,1.148194349E-1
1.655015594E2,1.089781030E-1,-4.462353788E-1,1.803480113E-1
1.655116194E2,2.294603104E-1,-6.629011774E-1,-9.609840453E-2
1.655216794E2,2.050441286E-1,-6.522687466E-1,4.040548807E-1
1.655317394E2,9.817327073E-2,-7.465244012E-1,4.659938514E-2
1.655417984E2,2.169616311E-1,-6.786094299E-1,2.381565088E-1
1.655518584E2,1.820910662E-1,-5.431963938E-1,4.610172862E-1
1.655619184E2,-9.000412574E-2,-5.159419370E-1,-1.350905621E-1
1.655719774E2,9.689117733E-2,-4.908759467E-1,7.175001383E-2
1.655820374E2,1.849847802E-1,-4.832274963E-1,1.586068940E-1
1.655920974E2,1.484232736E-1,-5.444786882E-1,-3.178733540E-1
1.656021574E2,1.949092593E-2,-5.369005506E-1,-4.244487995E-1
1.656122164E2,3.058929938E-1,-6.635345770E-1,2.195611936E-1
1.656222764E2,1.687298496E-1,-7.237155823E-1,-4.062639588E-1
1.656323364E2,-3.110715073E-2,-6.717193633E-1,-4.533346295E-3
1.656423954E2,2.026849232E-1,-6.560020477E-1,1.497869539E-1
1.656524554E2,1.685233332E-1,-5.905382292E-1,-6.746517420E-3
1.656625154E2,-1.712647637E-1,-5.136087517E-1,-6.440298736E-2
1.656725754E2,2.927780911E-1,-5.414270264E-1,5.169125748E-1
1.656826344E2,3.019877298E-1,-5.354831855E-1,-6.200387478E-3
1.656926944E2,-1.347665167E-1,-5.416405959E-1,4.842547059E-2
1.657027544E2,-6.353251968E-2,-6.380472949E-1,2.454064715E-1
1.657128144E2,1.590732826E-1,-6.233731225E-1,1.384562194E-2
1.657228734E2,3.408518517E-1,-5.952247725E-1,4.650992274E-2
1.657329334E2,-2.962356593E-2,-5.771092214E-1,7.781650007E-2
1.657429934E2,7.007149749E-2,-5.538723864E-1,3.111455476E-1
1.657530524E2,1.927723943E-1,-4.558628194E-1,-5.064098060E-2
1.657631124E2,8.802902766E-2,-4.610457914E-1,-2.721592373E-1
1.657731724E2,-5.959526047E-2,-7.167074020E-1,-8.895380867E-1
1.657832324E2,1.250004240E-1,-6.476096852E-1,-4.002232003E-1
1.657932914E2,1.368374909E-1,-6.919818659E-1,1.373920262E-1
1.658033514E2,2.752527433E-1,-6.881126171E-1,1.202778107E-1
1.658134114E2,2.524069773E-1,-4.722212823E-1,2.978296834E-1
1.658234714E2,8.057053864E-2,-5.348294668E-1,4.470453644E-1
1.658335304E2,-6.338202696E-2,-6.548491229E-1,3.344607353E-3
1.658435904E2,2.435425619E-1,-4.667979898E-1,4.242599344E-1
1.658536504E2,4.098115376E-1,-6.237524606E-1,-5.024980187E-2
1.658637094E2,9.688920390E-2,-5.031973457E-1,-1.219050908E-1
1.658737694E2,7.674269546E-2,-4.997873957E-1,5.081955457E-1
1.658838294E2,3.484792156E-1,-5.865092053E-1,2.816352350E-1
1.658938894E2,1.422852321E-1,-5.729619375E-1,3.978504002E-1
1.659039484E2,-3.254037637E-2,-5.488360333E-1,7.513911849E-1
1.659140084E2,1.997318966E-1,-5.531737903E-1,7.402504849E-1
1.659240684E2,2.497835509E-1,-5.888825901E-1,8.084103084E-1
1.659341274E2,3.320590646E-1,-3.063249569E-1,3.575648385E-1
1.659441874E2,3.825351537E-1,-5.823110506E-1,-7.816207051E-2
1.659542474E2,-9.522735212E-2,-7.017538789E-1,-4.203972638E-1
1.659643074E2,4.450019818E-2,-4.811860871E-1,1.148629966E0
1.659743664E2,5.680018175E-2,-6.109543674E-1,3.296894073E-1
1.659844264E2,3.111477769E-1,-5.119577904E-1,3.379094231E-1
1.659944864E2,7.274465445E-1,-4.440893045E-1,4.343726939E-1
1.660045464E2,3.768355802E-1,-7.667483121E-1,1.011632627E-1
1.660146054E2,2.618636427E-1,-6.381889437E-1,6.442128915E-1
1.660246654E2,8.258757222E-2,-4.302378353E-1,5.405978912E-1
1.660347254E2,2.887888282E-1,-4.726738568E-1,1.062564799E0
1.660447844E2,1.232773227E-1,-3.701957014E-1,4.859971762E-1
1.660548444E2,5.118213310E-1,-5.474128211E-1,1.549009287E-1
1.660649044E2,1.869822621E-1,-8.006596778E-1,-4.791091561E-2
1.660749644E2,6.578687713E-1,-7.214962716E-1,4.049255311E-1
1.660850234E2,2.639242746E-1,-5.694473223E-1,6.048769176E-1
1.660950834E2,3.253388231E-1,-4.886614600E-1,2.123849058E-1
1.661051434E2,3.626837469E-1,-4.209898791E-1,9.323513997E-1
1.661152024E2,4.616641344E-1,-3.875458521E-1,7.811114126E-1
1.661252624E2,5.128963416E-1,-6.080360220E-1,-2.972198188E-2
1.661353224E2,5.353754140E-1,-6.202030545E-1,4.296007812E-1
1.661453824E2,6.156112361E-1,-7.019133617E-1,5.999804592E-1
1.661554414E2,-9.883424364E-2,-7.068583520E-1,8.177857339E-2
1.661655010E2,2.070762187E-2,-3.916168298E-1,4.819713682E-1
1.661755610E2,5.940589839E-1,-4.148869939E-1,2.494995224E-1
1.661856200E2,2.820658824E-1,-9.067614989E-1,2.203640163E-2
1.661956800E2,3.976366114E-2,-5.410140668E-1,6.566107428E-1
1.662057400E2,6.312406974E-1,-4.967561992E-1,1.404312919E0
1.662158000E2,7.625218716E-1,-6.213814147E-1,3.270090437E-1
1.662258590E2,-6.033803593E-1,-3.485341063E-1,5.788655788E-1
1.662359190E2,5.293448151E-1,-6.480432563E-1,-7.296623468E-2
1.662459790E2,7.273174672E-1,-6.140495910E-1,-4.421547532E-2
1.662560390E2,6.448471682E-1,-5.947562644E-1,-1.771753120E-1
1.662660980E2,1.843042374E-2,-7.090943272E-1,-4.824210191E-1
1.662761580E2,7.220414514E-1,-6.395060290E-1,-1.748317480E-1
1.662862180E2,8.164445288E-1,-5.181483838E-1,2.355258465E-1
1.662962770E2,3.654814203E-1,-6.911232023E-1,-3.928773433E-1
1.663063370E2,1.682825010E-1,-6.790558648E-1,-1.125168014E-1
1.663163970E2,4.774804142E-1,-6.244231363E-1,4.658254516E-1
1.663264570E2,2.654649062E-1,-6.198870125E-1,1.360764027E-2
1.663365160E2,4.553694971E-1,-5.304677363E-1,3.724255371E-1
1.663465760E2,3.241132101E-1,-6.277158496E-1,2.840934044E-1
1.663566360E2,2.153185270E-1,-5.941399679E-1,1.423644984E-1
1.663666960E2,5.490879387E-1,-5.524683237E-1,4.574095541E-1
1.663767550E2,2.881530166E-1,-6.625235935E-1,1.982609564E-1
1.663868150E2,3.557969329E-1,-5.884219757E-1,-2.261083210E-1
1.663968750E2,5.899709031E-1,-4.826221633E-1,3.006462872E-2
1.664069340E2,4.453749245E-1,-5.729502431E-1,9.864779055E-2
1.664169940E2,2.152299051E-1,-6.543355912E-1,-2.338441873E-1
1.664270540E2,4.138719173E-1,-4.966977270E-1,5.202261919E-1
1.664371140E2,6.691514124E-1,-7.403218210E-1,3.893169737E-1
1.664471730E2,9.716983370E-2,-6.625649625E-1,-1.362009484E-1
1.664572330E2,1.769813672E-1,-4.467313689E-1,5.841941464E-1
1.664672930E2,7.465536372E-1,-6.534609939E-1,-5.094094276E-2
1.664773530E2,4.512101168E-1,-5.265004005E-1,-4.398158669E-1
1.664874120E2,6.719305940E-2,-6.741896658E-1,-7.808184671E-1
1.664974720E2,2.988911723E-1,-7.974932644E-1,-8.706971884E-1
1.665075320E2,5.305535807E-1,-6.252613346E-1,3.504388368E-1
1.665175910E2,3.308272390E-1,-5.290794611E-1,-4.697126806E-2
1.665276510E2,3.485712361E-1,-5.624139990E-1,-1.255022979E-1
1.665377110E2,5.043953671E-1,-5.681818387E-1,4.877928561E-1
1.665477710E2,6.285188185E-1,-5.944220960E-1,3.423082834E-1
1.665578300E2,2.680597178E-1,-6.651147871E-1,-3.302384609E-1
1.665678900E2,2.722417196E-1,-5.733142322E-1,4.914467812E-2
1.665779500E2,5.680416152E-1,-5.614983250E-1,3.004884124E-3
1.665880100E2,3.263146868E-1,-5.796701556E-1,-2.692718822E-1
1.665980690E2,2.562824022E-1,-5.958238198E-1,1.535741955E-1
1.666081290E2,6.384390584E-1,-6.347447875E-1,1.764233601E-1
1.666181890E2,3.075793673E-1,-6.330302377E-1,-7.534722090E-3
1.666282480E2,2.769027544E-1,-5.868644236E-1,6.497969824E-1
1.666383080E2,1.930806888E-1,-5.614389758E-1,4.273876101E-1
1.666483680E2,4.423995323E-1,-4.525271291E-1,4.197365284E-1
1.666584280E2,4.632078724E-1,-4.533005695E-1,3.010824895E-1
1.666684870E2,2.918127158E-1,-5.744111699E-1,-5.236158228E-1
1.666785470E2,3.019956418E-1,-6.233953419E-1,-1.099048501E-1
1.666886070E2,6.011014435E-1,-6.419633214E-1,-2.702700019E-2
1.666986660E2,1.075746251E-1,-6.516081575E-1,-2.826386172E-1
1.667087260E2,7.147837412E-2,-6.349608421E-1,3.997273564E-2
1.667187860E2,4.899372859E-1,-5.694853292E-1,4.926980853E-2
1.667288460E2,6.257444608E-1,-6.347582361E-1,3.545926988E-1
1.667389050E2,7.515133917E-3,-4.974379845E-1,3.198766100E-1
1.667489650E2,2.617689909E-1,-4.920832506E-1,3.504423451E-1
1.667590250E2,4.983580804E-1,-6.093623167E-1,2.125088668E-1
1.667690850E2,3.018190194E-1,-5.780943310E-1,1.068853480E-1
1.667791440E2,-9.083634898E-2,-5.278644097E-1,3.563059330E-2
1.667892040E2,5.053035859E-1,-5.536174478E-1,1.976353043E-1
1.667992640E2,8.350943694E-1,-6.002745742E-1,-3.064268446E-1
1.668093230E2,7.454015896E-2,-5.988108699E-1,-2.714277506E-3
1.668193830E2,-9.608254395E-3,-5.018203264E-1,2.864182574E-1
1.668294430E2,8.394482061E-1,-6.004884361E-1,2.109201783E-1
1.668395030E2,2.462398459E-1,-5.577612233E-1,7.275164187E-2
1.668495620E2,1.714876157E-1,-4.790718801E-1,4.395474797E-1
1.668596220E2,2.387367719E-1,-6.497611682E-1,-1.843726498E-1
1.668696820E2,5.612850113E-1,-6.287854515E-1,2.537106872E-3
1.668797420E2,3.442756888E-1,-5.581149799E-1,2.386225319E-1
1.668898010E2,-1.492300797E-2,-6.108982341E-1,-3.652486646E-1
1.668998610E2,4.311823799E-1,-5.739207347E-1,7.682715118E-2
1.669099210E2,3.439585870E-1,-5.658428062E-1,9.332974792E-2
1.669199800E2,1.148417639E-1,-5.284374368E-1,1.052908123E-1
1.669300400E2,5.278554927E-1,-4.768217254E-1,1.020157868E-1
1.669401000E2,6.512279423E-1,-6.183070949E-1,-7.509111285E-2
1.669501600E2,6.270301905E-2,-5.760745566E-1,1.003902608E-1
1.669602190E2,2.458464745E-1,-5.198595715E-1,-6.531924605E-2
1.669702790E2,5.256234643E-1,-6.050371313E-1,8.255625308E-2
1.669803390E2,3.612587805E-1,-5.621274854E-1,1.281563491E-1
1.669903980E2,1.012346718E-1,-5.538938749E-1,2.036468267E-1
1.670004580E2,3.077462688E-1,-6.197582276E-1,-9.470325887E-2
1.670105180E2,5.130262594E-1,-5.936322834E-1,4.266888678E-2
1.670205780E2,2.290056894E-1,-5.408140920E-1,3.245251465E-1
1.670306370E2,9.839435030E-2,-4.985588957E-1,-5.771026433E-2
1.670406970E2,2.886658540E-1,-5.177360089E-1,-1.007422632E-1
1.670507570E2,4.162965383E-1,-6.174629031E-1,6.137822270E-3
1.670608170E2,1.277560706E-1,-5.766600090E-1,-2.110008699E-1
1.670708760E2,3.401417073E-1,-5.341373026E-1,5.309289354E-1
1.670809360E2,3.737881576E-1,-5.608814438E-1,-4.706651920E-1
1.670909960E2,3.255455953E-1,-6.181910276E-1,-2.884525037E-1
1.671010550E2,2.146124026E-1,-6.527546503E-1,1.594886541E-1
1.671111150E2,2.544792306E-1,-5.773286381E-1,-2.310229057E-1
1.671211750E2,2.881496910E-1,-5.781171352E-1,3.541892409E-2
1.671312350E2,4.276301964E-1,-6.288540101E-1,-1.161169320E-1
1.671412940E2,2.373120612E-1,-6.052619568E-1,-3.675325871E-2
1.671513540E2,2.978531454E-1,-5.644982390E-1,2.879063737E-1
1.671614150E2,5.175674629E-1,-5.937799256E-1,2.761523008E-1
1.671714740E2,2.412288917E-1,-5.216578826E-1,3.094404995E-2
1.671815340E2,3.347786411E-1,-5.981694303E-1,2.838864130E-1
1.671915940E2,3.978442606E-1,-5.616768113E-1,1.651622075E-1
1.672016540E2,2.802174313E-1,-4.798501445E-1,7.072792053E-3
1.672117130E2,4.589920300E-1,-5.780842446E-1,-8.609089494E-2
1.672217730E2,3.163720813E-1,-5.427406034E-1,3.245204687E-2
1.672318330E2,1.722274712E-1,-4.819405241E-1,1.189329511E-1
1.672418930E2,5.428958470E-1,-6.773353216E-1,-2.417291576E-1
1.672519520E2,2.840331050E-1,-5.574118522E-1,-5.573565960E-2
1.672620120E2,8.716458991E-2,-6.590268123E-1,4.523294932E-1
1.672720720E2,-3.984950557E-2,-5.872596954E-1,-1.999127948E-1
1.672821310E2,5.522216443E-1,-3.855883504E-1,1.995069981E-1
1.672921910E2,3.999281352E-1,-6.054025823E-1,9.234215319E-2
1.673022510E2,1.923832621E-2,-6.318287811E-1,-2.589240646E-1
1.673123110E2,-5.202742852E-2,-5.380452892E-1,2.935992229E-1
1.673223700E2,5.269372606E-1,-5.809631212E-1,2.502041119E-1
1.673324300E2,2.523865121E-1,-4.174026123E-1,2.800406992E-2
1.673424900E2,3.214015639E-1,-5.097137752E-1,1.455067921E-1
1.673525490E2,3.005913234E-1,-6.297074112E-1,-1.967295706E-1
1.673626090E2,4.078447170E-1,-4.076437555E-1,3.012941587E-1
1.673726690E2,3.788479726E-1,-5.255740553E-1,2.352457649E-1
1.673827290E2,2.132547157E-1,-6.377245286E-1,-1.412862718E-1
1.673927880E2,5.254324431E-1,-5.262426844E-1,4.247148478E-1
1.674028480E2,1.639440863E-1,-5.448808305E-1,2.219176215E-1
1.674129080E2,1.505709559E-1,-5.563825960E-1,-1.776267171E-1
1.674229680E2,1.215388724E-1,-4.872063804E-1,4.752248508E-1
1.674330270E2,4.341983738E-1,-5.928335537E-1,1.455313504E-1
1.674430870E2,4.560831863E-2,-4.414719446E-1,1.489203966E-1
1.674531470E2,1.920669278E-1,-5.688437435E-1,2.736315662E-1
1.674632060E2,-2.663147260E-1,-5.101702966E-1,6.009417415E-2
1.674732660E2,4.687256706E-1,-3.826219118E-1,3.455950034E-1
1.674833260E2,1.685105790E-1,-5.273448846E-1,-3.203771317E-1
1.674933860E2,2.160479306E-1,-5.126071237E-1,-1.087938792E-1
1.675034450E2,1.954706286E-1,-5.201674274E-1,2.524149442E-1
1.675135050E2,2.386175618E-1,-5.948047963E-1,7.626114070E-2
1.675235650E2,2.590106034E-1,-3.836951682E-1,3.757327223E-1
1.675336250E2,3.925774542E-1,-5.637569582E-1,2.026685876E-1
1.675436840E2,7.622971192E-2,-5.610396110E-1,-8.781406939E-2
1.675537440E2,3.817014869E-2,-5.570735908E-1,5.615168899E-1
1.675638040E2,2.635173083E-1,-5.247829270E-1,2.370274115E-1
1.675738630E2,2.849428952E-1,-4.010084814E-1,4.926261646E-1
1.675839230E2,2.724684453E-1,-5.044429488E-1,1.427088994E-1
1.675939830E2,4.272878420E-2,-6.325548591E-1,-3.131493884E-1
1.676040430E2,2.726752540E-1,-4.349923526E-1,2.138987499E-1
1.676141020E2,2.866248468E-1,-4.280398670E-1,2.269889116E-1
1.676241620E2,1.685546158E-1,-5.406702505E-1,-2.505356491E-1
1.676342220E2,7.481161594E-2,-3.898555022E-1,5.506475008E-1
1.676442820E2,3.886305106E-1,-4.937508765E-1,4.658558571E-1
1.676543410E2,1.450444235E-1,-4.795126140E-1,3.242462343E-1
1.676644010E2,2.343170808E-1,-4.590887283E-1,3.852379560E-1
1.676744610E2,1.299513346E-1,-5.488576680E-1,-3.464428496E-1
1.676845200E2,2.848619478E-1,-5.928338461E-1,-1.029226899E-2
1.676945800E2,2.530586130E-1,-5.554328620E-1,-1.654001892E-1
1.677046400E2,2.748181855E-1,-5.633021910E-1,-5.014110214E-1
1.677147000E2,2.501784207E-1,-5.977414142E-1,5.131341040E-1
1.677247590E2,2.750091336E-1,-4.322320282E-1,2.053828651E-1
1.677348190E2,6.848408807E-2,-4.684666389E-1,3.533232683E-1
1.677448790E2,3.233438993E-1,-4.644946253E-1,3.496909779E-1
1.677549380E2,1.261386577E-1,-5.179251663E-1,9.777129292E-2
1.677649980E2,3.207730247E-1,-5.604678994E-1,2.012424517E-1
1.677750580E2,1.478886188E-1,-4.706170987E-1,-1.528549880E-1
1.677851180E2,2.263222925E-1,-3.743254437E-1,-1.207321393E-1
1.677951770E2,3.504018532E-1,-6.204245178E-1,-2.939716905E-1
1.678052370E2,2.732601218E-1,-5.540631518E-1,-4.860720205E-1
1.678152970E2,3.350843409E-1,-5.655095150E-1,3.949671382E-1
1.678253570E2,2.098000710E-1,-5.873612908E-1,1.602715963E-1
1.678354160E2,-1.114044417E-2,-5.057584262E-1,-7.479115069E-2
1.678454760E2,4.192635983E-1,-5.633299653E-1,5.238970739E-1
1.678555360E2,5.659827374E-1,-4.833603743E-1,1.299713248E-1
1.678655950E2,6.771039180E-3,-3.758711551E-1,3.280814230E-1
1.678756550E2,2.911022791E-1,-6.186292765E-1,2.596321625E-1
1.678857150E2,1.982432686E-1,-4.441547933E-1,3.447249377E-1
1.678957750E2,4.334114116E-1,-3.511937124E-1,3.512784970E-1
1.679058340E2,1.959041996E-1,-5.565175205E-1,-2.317660868E-1
1.679158940E2,3.422202463E-1,-5.056575617E-1,-1.285849500E-1
1.679259540E2,4.677478699E-1,-6.801162574E-1,6.904146659E-1
1.679360130E2,-2.035309422E-1,-3.604220805E-1,-1.793399513E-2
1.679460730E2,2.542659899E-1,-3.554154021E-1,2.890196836E-1
