"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.681597181E2,-9.085507834E-2,-2.761103471E-1,2.290307593E-1
3.681697781E2,-2.985188509E-1,-2.283195917E-1,-7.802144498E-1
3.681798381E2,1.791421053E-2,-5.048969851E-1,1.847883868E-1
3.681898981E2,-5.625457806E-1,-2.233765018E-1,-7.602964944E-1
3.681999581E2,-1.163934962E-1,-3.197161040E-1,5.717132646E-1
3.682100181E2,-3.007942400E-1,-1.832391670E-1,-6.930763185E-2
3.682200791E2,-2.357570673E-1,-2.315666968E-1,1.130763799E-1
3.682301391E2,-1.692672818E-1,-2.777497602E-1,-2.892284292E-1
3.682401991E2,7.235164664E-2,-6.183638129E-1,-7.631435037E-1
3.682502591E2,-5.542881234E-1,-2.609591880E-1,-8.692997038E-1
3.682603191E2,-2.758558105E-1,-3.418815829E-1,-2.861545479E-1
3.682703801E2,1.516353958E-1,-3.049508612E-1,-6.353795028E-1
3.682804401E2,-8.880590335E-2,-3.803587469E-1,-4.296165687E-1
3.682905001E2,-6.828702229E-1,-2.743289928E-1,-2.797231954E-1
3.683005601E2,-1.637853892E-1,-2.029053998E-1,-3.144749522E-2
3.683106201E2,3.916967082E-2,-2.148647100E-2,4.019960761E-2
3.683206811E2,-2.821832652E-1,-3.452921176E-1,-6.862660664E-1
3.683307411E2,-2.820652063E-1,-4.528349850E-1,-8.192533851E-2
3.683408011E2,-1.354596493E-1,-3.857816009E-1,-9.161838484E-1
3.683508611E2,-3.451626018E-1,-2.846877739E-1,1.108018130E-1
3.683609210E2,-1.108958618E-1,-1.795988367E-1,-4.896820915E-1
3.683709810E2,-9.347866919E-2,-3.456160533E-1,9.669774413E-2
3.683810420E2,-1.387691368E-1,-3.182936226E-1,-3.322054642E-1
3.683911020E2,-6.512723080E-1,-5.600740895E-2,5.953412783E-1
3.684011620E2,2.022345963E-1,-7.813254207E-2,6.840657592E-2
3.684112220E2,-2.934729961E-1,-6.002429992E-2,9.158090419E-1
3.684212820E2,-8.349717971E-2,-3.254550000E-1,7.522150576E-2
3.684313430E2,-3.677641368E-1,-3.641985047E-1,3.550025886E-1
3.684414030E2,-1.022541522E-1,-1.451474807E-1,-5.639464080E-2
3.684514630E2,-3.925292147E-1,-1.123231123E-1,8.881318313E-1
3.684615230E2,-1.401306245E-1,-3.950960693E-1,-4.708973265E-1
3.684715830E2,-1.199025108E-1,-2.298065387E-1,4.066715097E-1
3.684816440E2,-3.475566346E-1,-2.516315635E-1,6.958420515E-2
3.684917040E2,-3.631628532E-1,2.412648886E-2,1.247025742E0
3.685017640E2,-1.325107797E-1,-2.648116261E-2,9.933133006E-2
3.685118240E2,-6.735778643E-2,-2.551736605E-1,5.817587811E-1
3.685218840E2,-4.043726038E-1,-3.842645408E-1,-2.527213383E-1
3.685319450E2,-3.201540604E-2,-2.220784199E-1,6.970033085E-1
3.685420050E2,-3.306316496E-1,-1.513433366E-1,-7.814102054E-2
3.685520650E2,-1.243067798E-1,-1.939077044E-1,4.408818144E-1
3.685621250E2,-2.288054223E-1,-2.648921715E-1,-1.886212367E-1
3.685721850E2,-1.665610259E-1,-2.319214766E-1,5.356751204E-1
3.685822460E2,-4.071418086E-1,-8.007791072E-2,2.607337779E-1
3.685923060E2,-2.092681389E-1,-1.462185444E-1,6.371991563E-1
3.686023660E2,-1.159818796E-1,-3.549932331E-2,-1.683237970E-2
3.686124260E2,-1.442379920E-1,-5.286885747E-1,8.788365126E-2
3.686224860E2,-4.777211002E-1,-3.825343497E-1,-7.025686884E-1
3.686325460E2,-2.491097324E-1,-1.153855915E-1,4.774994177E-1
3.686426070E2,-1.733371449E-1,-1.835563785E-1,-1.663673186E-1
3.686526670E2,-2.885587037E-1,-2.795018783E-1,1.620912498E-1
3.686627270E2,-6.057183685E-1,-2.288755158E-1,-9.479973793E-2
3.686727870E2,-2.708840874E-1,-2.771248390E-1,1.757368970E-1
3.686828470E2,-3.933122665E-1,-9.978536636E-2,4.397158796E-1
3.686929080E2,-2.025552429E-1,-1.552155089E-1,-1.075607014E-1
3.687029680E2,-3.677567547E-1,-3.906296736E-1,2.142642009E-1
3.687130280E2,-3.365387261E-1,-5.745526725E-1,-4.430446994E-1
3.687230880E2,-4.462551132E-1,-1.179843865E-1,1.552283728E-1
3.687331480E2,-3.961060661E-1,-9.023013890E-2,-3.133604729E-1
3.687432090E2,-1.886385042E-1,-3.087201226E-1,5.230661845E-1
3.687532690E2,-4.382881722E-1,-2.741323802E-1,-5.768553060E-1
3.687633290E2,-7.932023583E-1,-2.966776358E-1,5.552825886E-1
3.687733890E2,-4.360595791E-1,-2.063036554E-1,-1.884961063E-1
3.687834490E2,-4.126197360E-1,-9.765829548E-2,1.102065080E0
3.687935100E2,-4.943068371E-1,-2.734424087E-1,-4.571785891E-1
3.688035700E2,-4.393896415E-1,-5.693363714E-1,2.627370340E-1
3.688136300E2,-7.087988967E-1,-2.624170451E-1,-4.824075705E-1
3.688236900E2,-3.433896529E-1,-5.125026047E-2,1.015427470E0
3.688337500E2,-4.909222859E-1,-1.842957589E-1,-3.228253609E-1
3.688438110E2,-1.364963424E-1,-3.804435316E-1,2.638298786E-1
3.688538710E2,-5.019047822E-1,-1.951120846E-1,-1.356688517E-1
3.688639310E2,-5.701398519E-1,-2.500846826E-1,9.387020606E-1
3.688739910E2,-3.536201241E-1,-2.820258290E-2,3.555826324E-1
3.688840510E2,-3.462468948E-1,-1.417365074E-1,3.591558659E-1
3.688941110E2,-4.089956318E-1,-3.828629632E-1,-2.122188449E-1
3.689041720E2,-6.182168285E-1,-4.646782279E-1,2.137677723E-1
3.689142320E2,-6.448568892E-1,-1.928443882E-1,-1.659515816E-1
3.689242920E2,-2.662372503E-1,-2.529707220E-1,4.232588911E-1
3.689343520E2,-5.132202043E-1,-2.127198051E-1,2.749202925E-1
3.689444120E2,-3.625617594E-1,-1.968074848E-1,2.881940567E-1
3.689544730E2,-6.162101372E-1,-2.660776944E-1,1.217934090E-1
3.689645330E2,-1.772792463E-1,-1.488512532E-1,6.161187744E-1
3.689745930E2,-6.767534506E-1,-6.527115270E-2,5.896162695E-1
3.689846530E2,-1.843104866E-1,-2.122055425E-1,9.035760820E-2
3.689947130E2,-3.521198017E-1,-4.295637976E-1,1.273927027E-1
3.690047740E2,-5.454852499E-1,-3.716721234E-1,-4.614184052E-1
3.690148340E2,-5.716666330E-1,-1.036494988E-1,5.972837234E-1
3.690248940E2,-1.799453756E-1,-3.084762937E-1,-1.086892140E-1
3.690349540E2,-1.688094996E-1,-3.320079745E-1,3.167810941E-1
3.690450140E2,-7.473651577E-1,-2.147009879E-1,-1.357571447E-1
3.690550750E2,-7.377700230E-1,-2.482235138E-1,4.995019054E-1
3.690651350E2,-2.426137134E-1,-5.381718814E-2,3.042668831E-1
3.690751950E2,3.579555787E-3,-1.777563791E-1,4.300036544E-1
3.690852550E2,-6.855448124E-1,-4.723027048E-1,-6.729297370E-1
3.690953150E2,-3.526457587E-1,-4.639704224E-1,2.311304945E-1
3.691053760E2,-3.895173505E-1,-1.874162717E-1,-4.047723341E-1
3.691154360E2,-1.452092053E-1,-2.686259110E-1,6.154247099E-1
3.691254960E2,-4.082881918E-1,-2.175501899E-1,-2.958989328E-1
3.691355560E2,-2.358758572E-1,-3.065187921E-1,4.131011081E-1
3.691456160E2,-6.015927558E-1,-2.204746749E-1,-5.899694413E-1
3.691556760E2,-5.745639284E-1,-1.518020506E-1,8.886639279E-1
3.691657370E2,-1.208969029E-1,-1.737074746E-1,-1.083255172E-2
3.691757970E2,4.800235145E-2,-2.827967843E-1,-1.458406681E-1
3.691858570E2,-4.417853554E-1,-5.551880099E-1,-5.249881643E-1
3.691959170E2,-7.143631802E-1,-3.899054959E-1,-4.277220708E-1
3.692059770E2,-1.272405472E-1,-1.269376431E-1,1.254005563E-1
3.692160380E2,-1.268702357E-1,-3.761012430E-1,-4.449082071E-1
3.692260980E2,-2.364390719E-1,-2.283736785E-1,1.081916159E-1
3.692361580E2,-6.639951915E-1,-2.278098607E-1,-3.375375402E-1
3.692462180E2,-1.985169365E-1,-2.953225435E-1,1.120022464E-1
3.692562780E2,-2.518228770E-1,-1.249270780E-1,-4.002366489E-1
3.692663390E2,-4.636167390E-1,-3.024739806E-1,-1.283650947E-1
3.692763990E2,-1.851562863E-1,-4.417090492E-1,-5.642071939E-1
3.692864590E2,-2.436368665E-1,-5.118249124E-1,1.712579298E-1
3.692965190E2,-5.359326171E-1,-2.585258693E-1,-6.466184360E-1
3.693065790E2,-3.905951750E-1,-1.387576434E-1,3.978205794E-1
3.693166400E2,-2.536141533E-1,-2.456796826E-1,-2.957749718E-1
3.693267000E2,-8.386838654E-2,-2.936555023E-1,-1.324254012E-1
3.693367600E2,-5.794664898E-1,-3.351410589E-1,-8.981446034E-1
3.693468200E2,-5.643843645E-1,-2.459113786E-1,5.178340960E-1
3.693568801E2,-1.467142056E-1,-5.495944172E-3,-4.331582272E-1
3.693669411E2,-3.588545150E-1,-3.222551112E-1,1.619322056E-1
3.693770011E2,-2.374277265E-1,-5.159001294E-1,-1.207733037E0
3.693870611E2,-4.430382309E-1,-3.660883248E-1,2.260065794E-2
3.693971211E2,-6.396188072E-1,-2.777018130E-1,-1.802380836E-1
3.694071811E2,-2.241277776E-1,-1.862955067E-1,2.072884727E-1
3.694172421E2,-2.403078639E-1,-2.468668136E-1,-7.686983585E-2
3.694273021E2,-3.647333787E-1,-3.172960876E-1,-2.558139306E-1
3.694373621E2,-9.537447537E-1,-1.465288854E-1,4.690051675E-3
3.694474221E2,-3.621398097E-2,-1.021273224E-1,5.429870635E-1
3.694574821E2,-3.140426603E-1,-1.143098500E-1,9.806657732E-2
3.694675421E2,-3.560217583E-1,-3.552046099E-1,-1.934147841E-1
3.694776031E2,-7.432843128E-1,-4.631807560E-1,-1.546079832E-1
3.694876631E2,-8.973899106E-2,-1.521195544E-1,3.087832725E-1
3.694977231E2,-4.762769841E-1,-1.379622759E-1,8.202596909E-1
3.695077831E2,-5.364701224E-1,-3.329126850E-1,-1.043564272E-1
3.695178441E2,-3.629383566E-1,-1.706958662E-1,5.812448108E-1
3.695279041E2,-3.897363652E-1,-1.875183056E-1,1.072408587E-1
3.695379641E2,-6.238682355E-1,-1.609535278E-1,3.469638366E-1
3.695480241E2,-5.402946400E-1,-4.913517639E-2,2.290523940E-1
3.695580841E2,-2.907079758E-1,-2.435391632E-1,3.445927906E-1
3.695681441E2,-3.192180674E-1,-2.928522411E-1,-6.107030833E-1
3.695782051E2,-5.854370452E-1,-3.517983145E-1,4.632006365E-1
3.695882651E2,-7.229376103E-1,-1.100523461E-1,-1.041921204E-1
3.695983251E2,-1.598433791E-1,-2.678046696E-1,1.082935914E0
3.696083851E2,-5.484463895E-1,-1.675035788E-1,-1.270828003E-1
3.696184451E2,-4.992164151E-1,-2.263558044E-1,6.781513005E-1
3.696285061E2,-7.128975025E-1,-1.839045802E-1,-2.395376211E-1
3.696385661E2,-2.844679551E-1,-1.530586173E-1,7.718728119E-1
3.696486261E2,-6.009056349E-1,-6.167423800E-2,-2.381629407E-1
3.696586861E2,-4.425228720E-1,-3.027565473E-1,-9.004127383E-3
3.696687461E2,-6.787792915E-1,-3.913108742E-1,-2.998335242E-2
3.696788071E2,-3.164628594E-1,-2.266190752E-1,1.003446525E-1
3.696888671E2,-6.556321382E-1,-1.200868991E-1,1.344625711E-1
3.696989271E2,-4.568431782E-1,-2.294978057E-1,2.016353846E-1
3.697089871E2,-3.835663102E-1,-2.621406180E-1,4.335125685E-3
3.697190471E2,-4.490336735E-1,-3.125750457E-1,1.231827074E-1
3.697291081E2,-6.446083094E-1,-1.147187166E-1,8.228611171E-2
3.697391681E2,-4.636021940E-1,-6.237985075E-2,-3.165360957E-1
3.697492281E2,-3.412971537E-1,-2.280118820E-1,-2.956381470E-1
3.697592881E2,-4.741540429E-1,-4.281579807E-1,-8.263834798E-1
3.697693481E2,-5.385326546E-1,-5.410055883E-1,-6.812900859E-1
3.697794091E2,-5.423864814E-1,-2.349762082E-1,-7.285648245E-1
3.697894691E2,-3.764617970E-1,-1.043122807E-1,5.132621580E-1
3.697995291E2,-5.921792137E-1,-3.455407704E-1,-5.255892581E-1
3.698095891E2,-4.966725840E-1,-2.994098935E-1,9.188607037E-2
3.698196491E2,-6.217818028E-1,-1.177233084E-1,-7.241133392E-2
3.698297101E2,-4.201072419E-1,-1.314712818E-1,3.024560004E-1
3.698397701E2,-4.851831707E-1,-9.525085062E-2,-3.258150423E-1
3.698498301E2,-3.765634654E-1,-2.737334539E-1,-4.253100944E-1
3.698598901E2,-5.200995266E-1,-5.753074019E-1,-1.137729587E0
3.698699501E2,-5.475297654E-1,-3.738022640E-1,-6.092272460E-1
3.698800111E2,-5.592106019E-1,-1.480072077E-1,-3.441296911E-1
3.698900711E2,-3.340645134E-1,-3.257412212E-1,-4.492123425E-1
3.699001311E2,-7.024955982E-1,-1.928318167E-1,-2.633597624E-1
3.699101911E2,-4.140901646E-1,-3.120121050E-1,-7.617892885E-1
3.699202511E2,-6.841691087E-1,-1.800632519E-1,-2.164756179E-2
3.699303121E2,-9.614251446E-2,-1.750760154E-1,-5.653935939E-1
3.699403721E2,-7.303833816E-1,-2.570183109E-1,-2.396428710E-1
3.699504321E2,-3.643611669E-1,-3.503908896E-1,-7.141362351E-1
3.699604921E2,-5.164244419E-1,-4.832507390E-1,-3.846894872E-1
3.699705521E2,-3.802022608E-1,-1.819940025E-1,-4.609336710E-1
3.699806121E2,-6.941465051E-1,-1.255809429E-1,3.208805770E-1
3.699906731E2,-2.722951485E-1,-1.928756708E-1,-2.624405801E-2
3.700007331E2,-2.552541694E-1,-2.662311839E-1,9.199716747E-2
3.700107931E2,-7.310110071E-1,-1.787470436E-1,-2.486370581E-1
3.700208531E2,-4.472747214E-1,-1.218451568E-1,5.886462164E-1
3.700309141E2,-3.555841673E-1,-9.602516815E-2,7.912686110E-2
3.700409741E2,-3.915849625E-1,-7.515557840E-2,1.005387801E-1
3.700510341E2,-6.691357711E-1,-5.031910600E-1,-6.837675512E-1
3.700610941E2,-2.780972675E-1,-3.722192766E-1,-5.693135673E-1
3.700711541E2,-4.104430369E-1,-9.238936946E-2,3.481794727E-1
3.700812151E2,-5.475533004E-1,-1.962305108E-1,2.665242755E-1
3.700912751E2,-5.071984127E-1,-1.909330796E-1,2.242389661E-1
3.701013351E2,-3.727801342E-1,-1.319444677E-1,-4.345475256E-2
3.701113951E2,-5.681197120E-1,-1.885930239E-1,1.848182076E-1
3.701214551E2,-6.780375722E-1,5.542034850E-2,4.260059130E-1
3.701315151E2,-2.739977846E-1,-1.031963396E-1,7.691801691E-1
3.701415761E2,-3.421038136E-1,-2.375966379E-1,-4.502589941E-1
3.701516361E2,-6.792037994E-1,-3.533631755E-1,3.972101301E-1
3.701616961E2,-5.509971642E-1,-1.747055943E-1,-7.421712953E-1
3.701717561E2,-2.084747996E-1,-9.597853661E-2,1.018829380E0
3.701818171E2,-3.911329727E-1,-2.068554863E-1,-4.152686709E-1
3.701918771E2,-6.238436772E-1,-3.075518489E-1,4.393358105E-1
3.702019371E2,-2.968538928E-1,-9.572111294E-2,-7.809658170E-2
3.702119971E2,-2.994531994E-1,-7.210303947E-2,8.756041718E-1
3.702220571E2,-4.312771414E-1,-1.067495464E-1,-4.124953365E-1
3.702321171E2,-4.134299774E-1,-1.540489894E-1,2.327314621E-1
3.702421781E2,-1.451277463E-1,-3.730014879E-1,-3.064952570E-1
3.702522381E2,-4.949740775E-1,-3.067045873E-1,1.633384609E-1
3.702622981E2,-5.472285972E-1,-1.214836527E-1,4.414940178E-2
3.702723581E2,-3.210782494E-1,-1.114384286E-1,8.037839913E-1
3.702824181E2,-3.895278024E-1,-2.072883265E-1,3.884451538E-1
3.702924791E2,-4.332431946E-1,-1.154567814E-1,3.949343938E-1
3.703025391E2,-5.268918350E-1,-2.011681920E-1,4.870993763E-1
3.703125991E2,-4.395268683E-1,-1.553005859E-2,1.709515357E-1
3.703226591E2,-4.233336989E-1,-1.007628746E-1,6.130080557E-1
3.703327191E2,-3.407807349E-1,-1.040260595E-1,-1.447010458E-2
3.703427801E2,-2.911895853E-1,-3.653821273E-1,5.639902622E-1
3.703528401E2,-7.301504432E-1,-2.898798090E-1,-6.028701532E-1
3.703629007E2,-6.822844049E-1,-1.399674323E-1,9.001969761E-1
3.703729607E2,-3.203657296E-1,-1.442895480E-1,-1.261226875E-1
3.703830207E2,-3.549313622E-1,-3.908955757E-1,8.540045571E-1
3.703930817E2,-7.266744196E-1,-2.629489955E-1,-1.816782528E-1
3.704031417E2,-6.576879461E-1,-1.433993094E-1,1.514940485E0
3.704132017E2,-3.530559774E-1,6.452256292E-2,3.601329356E-1
3.704232617E2,-3.936780464E-1,-1.311903231E-1,4.292587191E-1
3.704333217E2,-8.842524961E-1,-3.424690819E-1,-1.630320668E-1
3.704433827E2,-3.879889614E-1,-4.806042892E-1,3.171582395E-1
3.704534427E2,-5.187098261E-1,-2.615598433E-1,6.863987982E-2
3.704635027E2,-7.125764903E-1,-1.891530409E-1,3.787218189E-1
3.704735627E2,-6.850082573E-1,-2.048934531E-1,4.417659134E-1
3.704836227E2,-3.814811565E-1,-3.272141348E-1,1.815385044E-1
3.704936837E2,-3.515160401E-1,-3.534358272E-1,1.596476984E-1
3.705037437E2,-9.193267999E-1,-1.150770047E-1,1.181055701E-1
3.705138037E2,-3.533048496E-1,-2.072574824E-1,5.599691319E-1
3.705238637E2,-3.725081290E-1,-2.862877183E-1,-3.938263464E-1
3.705339237E2,-3.918397549E-1,-4.895357649E-1,3.715139562E-1
3.705439847E2,-4.282118117E-1,-4.696243876E-1,-6.251644170E-1
3.705540447E2,-4.022136291E-1,-2.283913663E-1,4.477271497E-1
3.705641047E2,-5.617963503E-1,-3.581944375E-1,-8.144019502E-1
3.705741647E2,-2.768724585E-1,-3.734406137E-1,4.847815400E-1
3.705842247E2,-5.561987742E-1,-2.917305990E-1,-4.978892434E-1
3.705942857E2,-4.539105437E-1,-4.206397770E-1,-2.911913395E-3
3.706043457E2,-6.570076226E-1,-2.531566635E-1,-1.227535218E-1
3.706144057E2,-1.311830141E-1,-3.563288833E-1,-5.855401754E-3
3.706244657E2,-5.179036778E-1,-5.053926829E-1,-6.308946884E-1
3.706345257E2,-1.769293270E-1,-6.274597415E-1,-5.094053346E-1
3.706445867E2,-4.141948663E-1,-6.605326165E-1,-4.931319487E-1
3.706546467E2,-4.744981150E-1,-2.736581710E-1,-1.358840293E-1
3.706647067E2,-2.935841663E-1,-3.515929310E-1,7.680902481E-2
3.706747667E2,-1.685454430E-1,-4.084493557E-1,-4.908778471E-1
3.706848267E2,-4.610389574E-1,-4.692459266E-1,1.573854107E-1
3.706948877E2,-5.481227096E-1,-3.687920773E-1,-2.347756487E-1
3.707049477E2,-2.624526400E-1,-2.493679601E-1,7.492557818E-1
3.707150077E2,-2.536057296E-1,-3.737819450E-1,-4.878203380E-1
3.707250677E2,-3.557541386E-1,-5.371777086E-1,-6.568528175E-2
3.707351277E2,-5.596678176E-1,-6.759610797E-1,-4.079356778E-1
3.707451887E2,-2.252814150E-1,-5.090409069E-1,1.803222835E-2
3.707552487E2,-5.660947116E-1,-3.423423435E-1,-1.077244234E-1
3.707653087E2,-2.422566861E-1,-3.927937281E-1,7.890495926E-1
3.707753687E2,-4.800417505E-1,-4.503181972E-1,8.996701419E-2
3.707854287E2,-3.602248466E-1,-4.585909840E-1,2.159832823E-1
3.707954897E2,-7.123145351E-1,-3.585397156E-1,1.911536658E-1
3.708055497E2,-2.000993210E-1,-3.210821597E-1,2.842033321E-1
3.708156097E2,-4.396643510E-1,-5.716808125E-1,9.935530365E-2
3.708256697E2,-3.482329382E-1,-5.326858775E-1,-4.029339695E-1
3.708357297E2,-4.165700419E-1,-7.862038989E-1,2.732205069E-1
3.708457907E2,-3.803081685E-1,-4.646120082E-1,-4.016861737E-1
3.708558507E2,-5.407752446E-1,-3.981642495E-1,8.194399112E-1
3.708659107E2,-2.804492369E-1,-5.757405344E-1,-2.679428101E-1
3.708759707E2,-3.905479588E-1,-5.773360933E-1,2.968292248E-1
3.708860307E2,-5.963051187E-1,-4.694556955E-1,-1.472305512E-1
3.708960917E2,-5.303870082E-1,-4.364352992E-1,7.599281198E-1
3.709061517E2,-3.859062928E-1,-3.177395989E-1,1.724057382E-1
3.709162117E2,-4.218205491E-1,-5.076042460E-1,7.803284705E-2
3.709262717E2,-5.268433397E-1,-6.037101057E-1,-4.252153695E-2
3.709363317E2,-2.850894776E-1,-6.433917962E-1,4.566950244E-1
3.709463927E2,-4.223007517E-1,-4.427940001E-1,4.703172827E-1
3.709564527E2,-6.123530944E-1,-3.321709657E-1,4.880372697E-1
3.709665127E2,-5.145062628E-1,-5.498019934E-1,4.851130772E-1
3.709765727E2,-1.059475642E-1,-4.755552185E-1,1.048329753E-1
3.709866327E2,-5.684219400E-1,-5.099349461E-1,5.288736391E-1
3.709966937E2,-5.879408960E-1,-4.564788236E-1,-9.372677386E-2
3.710067537E2,-3.898077013E-1,-4.366519386E-1,6.439059126E-1
3.710168137E2,-3.670412017E-1,-4.428255750E-1,-2.724018967E-1
3.710268737E2,-4.663517010E-1,-6.899629685E-1,4.178835458E-1
3.710369337E2,-5.632119612E-1,-6.258424017E-1,-6.005026156E-1
3.710469947E2,-3.725754086E-1,-5.121735527E-1,1.013955726E0
3.710570547E2,-6.184290093E-1,-4.253273436E-1,-3.872201622E-2
3.710671147E2,-5.919013979E-1,-5.565869562E-1,5.067875361E-1
3.710771747E2,-4.115556159E-1,-5.825804611E-1,-1.255917603E-1
3.710872347E2,-4.481794319E-1,-4.401202145E-1,5.705023062E-1
3.710972957E2,-6.747401811E-1,-4.075661337E-1,3.928206253E-1
3.711073557E2,-6.653089146E-1,-4.770809032E-1,1.655171335E-2
3.711174157E2,-3.170762323E-1,-5.213751698E-1,-2.407339615E-1
3.711274757E2,-4.913881628E-1,-8.006146543E-1,-6.000167120E-1
3.711375357E2,-5.771741255E-1,-7.300077711E-1,-2.605530989E-1
3.711475967E2,-6.677497617E-1,-4.533694205E-1,-1.156684506E-1
3.711576567E2,-3.532970655E-1,-5.683107698E-1,7.209488261E-1
3.711677167E2,-5.067877920E-1,-5.211621849E-1,-8.094592988E-2
3.711777767E2,-4.921554637E-1,-4.818142243E-1,4.489609122E-1
3.711878367E2,-6.125744846E-1,-4.912237099E-1,-1.171191448E-1
3.711978977E2,-4.606171539E-1,-4.274506138E-1,3.833101290E-1
3.712079577E2,-4.937074609E-1,-5.507645912E-1,-2.491019118E-1
3.712180177E2,-4.334772659E-1,-6.405205210E-1,-7.099157149E-1
3.712280777E2,-4.099827514E-1,-8.047758253E-1,-1.486765677E-1
3.712381377E2,-3.826378820E-1,-5.538348180E-1,-3.321095699E-1
3.712481987E2,-6.608701470E-1,-5.121503100E-1,6.118269181E-1
3.712582587E2,-4.553577296E-1,-3.968973041E-1,2.129976940E-1
3.712683187E2,-4.522062266E-1,-6.139746004E-1,4.596478683E-1
3.712783787E2,-4.143561764E-1,-4.769005166E-1,-2.857662928E-1
3.712884387E2,-6.101224913E-1,-5.837031265E-1,4.435580850E-1
3.712984997E2,-6.109705203E-1,-4.419829912E-1,-2.529692602E-1
3.713085597E2,-3.106904515E-1,-4.920516756E-1,2.559033930E-1
3.713186197E2,-4.306977189E-1,-5.361007977E-1,-5.217873985E-1
3.713286797E2,-3.339770244E-1,-8.202360097E-1,-1.456886405E-1
3.713387397E2,-4.766918806E-1,-5.306373055E-1,3.012719393E-1
3.713488007E2,-4.608833849E-1,-3.749268298E-1,7.334390634E-1
3.713588606E2,-3.514181723E-1,-4.854902226E-1,6.940171355E-1
3.713689206E2,-4.163346549E-1,-4.609689005E-1,1.892848957E-1
3.713789806E2,-2.780072935E-1,-5.441708323E-1,8.840504748E-1
3.713890406E2,-5.865064644E-1,-4.272108780E-1,5.810027361E-2
3.713991016E2,-5.133490623E-1,-4.715644938E-1,5.489079541E-1
3.714091616E2,-3.902041425E-1,-4.485796738E-1,-1.640021199E-1
3.714192216E2,-2.718839065E-1,-6.236815631E-1,-1.646149081E-1
3.714292816E2,-7.360355195E-1,-8.080792098E-1,-2.204072857E-1
3.714393416E2,-3.046172044E-1,-5.569800353E-1,4.236225879E-1
3.714494026E2,-5.535117228E-1,-3.438786994E-1,6.843815088E-1
3.714594626E2,-2.975083789E-1,-3.959316364E-1,6.428651083E-1
3.714695226E2,-8.546136908E-1,-5.431295894E-1,2.310527265E-2
3.714795826E2,-2.058287518E-1,-5.805830522E-1,3.740463853E-3
3.714896426E2,-6.543789337E-1,-5.082741907E-1,4.233793437E-1
3.714997036E2,-4.025018603E-1,-3.702107580E-1,1.400373065E-1
3.715097636E2,-6.852596144E-1,-6.247970657E-1,2.257148033E-1
3.715198236E2,-4.262554795E-1,-5.592689279E-1,-3.719671154E-1
3.715298836E2,-3.812458427E-1,-7.282752411E-1,2.552461660E-1
3.715399446E2,-6.716578214E-1,-5.392683806E-1,-1.372031611E-1
3.715500046E2,-6.320124567E-1,-3.970722820E-1,5.239689946E-1
3.715600646E2,-2.977618557E-1,-4.939050968E-1,-2.485949582E-1
3.715701246E2,-6.152343830E-1,-5.889393081E-1,8.336141467E-2
3.715801846E2,-5.623598026E-1,-5.391375491E-1,-9.465765059E-2
3.715902456E2,-4.837857592E-1,-4.472245815E-1,3.665034771E-1
3.716003056E2,-6.268848141E-1,-5.140800373E-1,2.501479787E-1
3.716103656E2,-6.338864163E-1,-4.681019188E-1,-2.338792706E-1
3.716204256E2,-5.186366994E-1,-6.877940901E-1,-4.033421052E-1
3.716304856E2,-4.393534253E-1,-7.995902221E-1,-6.861929762E-1
3.716405466E2,-7.845852435E-1,-6.467691480E-1,1.578087491E-1
3.716506066E2,-7.213565232E-1,-3.282793513E-1,1.293158519E-1
3.716606666E2,-5.608650350E-1,-4.954493465E-1,2.472337264E-1
3.716707266E2,-8.304288029E-1,-5.546671692E-1,1.515580755E-1
3.716807866E2,-9.489281099E-1,-4.137676907E-1,3.356576604E-1
3.716908476E2,-1.032903263E0,-5.677393506E-1,2.584802610E-1
3.717009076E2,-7.715448562E-1,-4.597820619E-1,-2.516758561E-2
3.717109676E2,-1.127197144E0,-5.700715126E-1,9.665447474E-3
3.717210276E2,-1.092632278E0,-5.888355200E-1,-8.114385813E-1
3.717310876E2,-7.542539817E-1,-8.362969954E-1,4.277706027E-2
3.717411486E2,-1.272824096E0,-5.568594365E-1,-6.223431355E-1
3.717512086E2,-8.887348985E-1,-4.480320820E-1,4.251165515E-1
3.717612686E2,-1.133384960E0,-4.708252595E-1,-3.612351358E-1
3.717713286E2,-7.885584265E-1,-6.083928484E-1,6.341118264E-1
3.717813886E2,-1.335035255E0,-5.558352967E-1,-3.035237020E-1
3.717914496E2,-7.643668874E-1,-5.394660164E-1,8.159093624E-1
3.718015096E2,-1.179304314E0,-2.521084039E-1,2.633305264E-1
3.718115696E2,-1.081246142E0,-5.227421026E-1,9.976402402E-2
3.718216296E2,-1.328973154E0,-7.247661808E-1,-1.538449216E-1
3.718316896E2,-1.157279387E0,-6.211381705E-1,-5.667121410E-3
3.718417506E2,-1.478623283E0,-6.122008476E-1,-1.480047226E-2
3.718518106E2,-1.488981771E0,-3.022313212E-1,3.347981197E-1
3.718618706E2,-1.077919149E0,-4.790955614E-1,3.407079005E-1
3.718719306E2,-1.633504185E0,-6.413294832E-1,-5.261032283E-2
3.718819906E2,-1.290586183E0,-4.519235502E-1,3.613795620E-1
3.718920516E2,-1.476026973E0,-4.399921605E-1,7.743935466E-2
3.719021116E2,-1.019059468E0,-3.767657791E-1,2.971800578E-1
