0	-89.2934
10	-146.754
20	-168.856
30	-175.372
40	-274.598
50	-158.113
60	-150.467
70	-184.91
80	-183.823
90	-193.421
100	-153.282
110	-223.936
120	-162.454
130	-218.673
140	-196.301
150	-260.602
160	-211.827
170	-203.332
180	-284.664
190	-185.433
200	-213.301
210	-208.845
220	-249.587
230	-284.239
240	-254.179
250	-291.031
260	-193.297
270	-278.788
280	-153.144
290	-284.271
300	-269.375
310	-209.811
320	-192.97
330	-207.898
340	-329.813
350	-325.521
360	-318.307
370	-354.885
380	-247.097
390	-322.847
400	-336.098
410	-428.335
420	-352.549
430	-437.507
440	-412.329
450	-420.525
460	-412.215
470	-393.456
480	-275.819
490	-335.51
500	-451.505
510	-349.647
520	-360.164
530	-198.844
540	-284.857
550	-431.305
560	-298.506
570	-484.416
580	-461.33
590	-254.446
600	-449.506
610	-454.468
620	-506.65
630	-435.243
640	-419.158
650	-437.46
660	-398.208
670	-380.055
680	-287.012
690	-459.786
700	-422.868
710	-417.647
720	-281.988
730	-340.29
740	-398.253
750	-446.407
760	-330.968
770	-428.37
780	-369.616
790	-398.194
800	-467.442
810	-505.179
820	-476.089
830	-375.141
840	-422.981
850	-406.242
860	-540.423
870	-463.336
880	-500.517
890	-341.495
900	-506.799
910	-391.319
920	-581.484
930	-404.536
940	-464.209
950	-361.257
960	-463.592
970	-519.27
980	-442.475
990	-444.485
1000	-365.996
1010	-490.635
1020	-390.325
1030	-452.905
1040	-462.352
1050	-479.403
1060	-469.511
1070	-554.681
1080	-473.333
1090	-567.058
1100	-352.617
1110	-353.775
1120	-395.805
1130	-365.281
1140	-461.534
1150	-469.911
1160	-427.412
1170	-488.127
1180	-465.189
1190	-420.814
1200	-429.714
1210	-444.133
1220	-410.134
1230	-424.213
1240	-474.374
1250	-349.184
1260	-451.298
1270	-387.076
1280	-487.838
1290	-518.812
1300	-440.55
1310	-463.655
1320	-479.025
1330	-454.267
1340	-470.809
1350	-499.726
1360	-529.637
1370	-509.949
1380	-483.655
1390	-482.071
1400	-471.384
1410	-451.89
1420	-510.813
1430	-525.314
1440	-452.167
1450	-584.884
1460	-557.909
1470	-498.727
1480	-561.203
1490	-528.631
1500	-481.12
1510	-619.972
1520	-585.085
1530	-435.587
1540	-475.488
1550	-548.92
1560	-511.064
1570	-599.775
1580	-450.555
1590	-582.183
1600	-566.965
1610	-490.391
1620	-619.999
1630	-445.105
1640	-646.274
1650	-596.356
1660	-641.534
1670	-527.866
1680	-574.223
1690	-517.243
1700	-660.403
1710	-525.479
1720	-568.416
1730	-587.29
1740	-545.178
1750	-586.275
1760	-564.958
1770	-450.942
1780	-576.689
1790	-604.857
1800	-621.16
1810	-626.278
1820	-565.435
1830	-558.704
1840	-662.345
1850	-417.323
1860	-553.701
1870	-632.866
1880	-566.911
1890	-572.271
1900	-638.963
1910	-638.609
1920	-717.024
1930	-771.057
1940	-637.193
1950	-657.538
1960	-513.771
1970	-619.494
1980	-679.714
1990	-582.366
2000	-607.811
2010	-652.143
2020	-632.132
2030	-580.034
2040	-590.178
2050	-631.102
2060	-590.478
2070	-595.673
2080	-605.983
2090	-593.117
2100	-571.225
2110	-544.919
2120	-680.187
2130	-635.63
2140	-548.878
2150	-656.897
2160	-653.653
2170	-593.878
2180	-611.712
2190	-701.298
2200	-618.179
2210	-587.839
2220	-655.064
2230	-684.207
2240	-494.206
2250	-694.06
2260	-538.21
2270	-638.365
2280	-541.289
2290	-570.784
2300	-491.304
2310	-542.713
2320	-582.157
2330	-454.983
2340	-540.262
2350	-610.375
2360	-526.638
2370	-479.931
2380	-481.76
2390	-634.432
2400	-579.728
2410	-536.447
2420	-657.623
2430	-620.233
2440	-539.236
2450	-627.082
2460	-610.033
2470	-567.233
2480	-616.318
2490	-678.016
2500	-615.313
2510	-559.986
2520	-602.885
2530	-628.994
2540	-644.371
2550	-571.335
2560	-661.971
2570	-649.388
2580	-648
2590	-713.258
2600	-585.873
2610	-657.678
2620	-593.131
2630	-679.512
2640	-653.6
2650	-655.714
2660	-756.695
2670	-675.155
2680	-606.967
2690	-710.736
2700	-764.283
2710	-625.073
2720	-666.612
2730	-702.835
2740	-613.594
2750	-810.626
2760	-666.618
2770	-688.905
2780	-764.49
2790	-659.412
2800	-707.743
2810	-641.162
2820	-691.979
2830	-687.67
2840	-820.067
2850	-746.591
2860	-681.018
2870	-735.542
2880	-788.063
2890	-660.196
2900	-635.344
2910	-606.24
2920	-630.965
2930	-702.408
2940	-706.146
2950	-704.562
2960	-709.739
2970	-765.328
2980	-665.226
2990	-749.649
3000	-588.163
