0	5.15132
10	5.15169
20	5.15205
30	5.15242
40	5.15278
50	5.15315
60	5.15352
70	5.15388
80	5.15425
90	5.15461
100	5.15498
110	5.15535
120	5.15571
130	5.15608
140	5.15644
150	5.15681
160	5.15718
170	5.15754
180	5.15791
190	5.15827
200	5.15864
210	5.15901
220	5.15937
230	5.15974
240	5.1601
250	5.16047
260	5.16084
270	5.1612
280	5.16157
290	5.16193
300	5.1623
310	5.16267
320	5.16303
330	5.1634
340	5.16376
350	5.16413
360	5.1645
370	5.16486
380	5.16523
390	5.16559
400	5.16596
410	5.16633
420	5.16669
430	5.16706
440	5.16742
450	5.16779
460	5.16816
470	5.16852
480	5.16889
490	5.16925
500	5.16962
510	5.16999
520	5.17035
530	5.17072
540	5.17108
550	5.17145
560	5.17182
570	5.17218
580	5.17255
590	5.17291
600	5.17328
610	5.17365
620	5.17401
630	5.17438
640	5.17474
650	5.17511
660	5.17548
670	5.17584
680	5.17621
690	5.17657
700	5.17694
710	5.17731
720	5.17767
730	5.17804
740	5.1784
750	5.17877
760	5.17914
770	5.1795
780	5.17987
790	5.18023
800	5.1806
810	5.18097
820	5.18133
830	5.1817
840	5.18206
850	5.18243
860	5.1828
870	5.18316
880	5.18353
890	5.18389
900	5.18426
910	5.18463
920	5.18499
930	5.18536
940	5.18572
950	5.18609
960	5.18646
970	5.18682
980	5.18719
990	5.18755
1000	5.18792
1010	5.18829
1020	5.18865
1030	5.18902
1040	5.18938
1050	5.18975
1060	5.19012
1070	5.19048
1080	5.19085
1090	5.19121
1100	5.19158
1110	5.19195
1120	5.19231
1130	5.19268
1140	5.19304
1150	5.19341
1160	5.19378
1170	5.19414
1180	5.19451
1190	5.19487
1200	5.19524
1210	5.19561
1220	5.19597
1230	5.19634
1240	5.1967
1250	5.19707
1260	5.19744
1270	5.1978
1280	5.19817
1290	5.19853
1300	5.1989
1310	5.19927
1320	5.19963
1330	5.2
1340	5.20036
1350	5.20073
1360	5.2011
1370	5.20146
1380	5.20183
1390	5.20219
1400	5.20256
1410	5.20293
1420	5.20329
1430	5.20366
1440	5.20402
1450	5.20439
1460	5.20476
1470	5.20512
1480	5.20549
1490	5.20585
1500	5.20622
1510	5.20659
1520	5.20695
1530	5.20732
1540	5.20768
1550	5.20805
1560	5.20842
1570	5.20878
1580	5.20915
1590	5.20951
1600	5.20988
1610	5.21025
1620	5.21061
1630	5.21098
1640	5.21134
1650	5.21171
1660	5.21208
1670	5.21244
1680	5.21281
1690	5.21317
1700	5.21354
1710	5.21391
1720	5.21427
1730	5.21464
1740	5.215
1750	5.21537
1760	5.21574
1770	5.2161
1780	5.21647
1790	5.21683
1800	5.2172
1810	5.21757
1820	5.21793
1830	5.2183
1840	5.21866
1850	5.21903
1860	5.2194
1870	5.21976
1880	5.22013
1890	5.22049
1900	5.22086
1910	5.22123
1920	5.22159
1930	5.22196
1940	5.22232
1950	5.22269
1960	5.22306
1970	5.22342
1980	5.22379
1990	5.22415
2000	5.22452
2010	5.22489
2020	5.22525
2030	5.22562
2040	5.22598
2050	5.22635
2060	5.22672
2070	5.22708
2080	5.22745
2090	5.22781
2100	5.22818
2110	5.22855
2120	5.22891
2130	5.22928
2140	5.22964
2150	5.23001
2160	5.23038
2170	5.23074
2180	5.23111
2190	5.23147
2200	5.23184
2210	5.23221
2220	5.23257
2230	5.23294
2240	5.2333
2250	5.23367
2260	5.23404
2270	5.2344
2280	5.23477
2290	5.23513
2300	5.2355
2310	5.23587
2320	5.23623
2330	5.2366
2340	5.23696
2350	5.23733
2360	5.2377
2370	5.23806
2380	5.23843
2390	5.23879
2400	5.23916
2410	5.23953
2420	5.23989
2430	5.24026
2440	5.24062
2450	5.24099
2460	5.24136
2470	5.24172
2480	5.24209
2490	5.24245
2500	5.24282
2510	5.24319
2520	5.24355
2530	5.24392
2540	5.24428
2550	5.24465
2560	5.24502
2570	5.24538
2580	5.24575
2590	5.24611
2600	5.24648
2610	5.24685
2620	5.24721
2630	5.24758
2640	5.24794
2650	5.24831
2660	5.24868
2670	5.24904
2680	5.24941
2690	5.24977
2700	5.25014
2710	5.25051
2720	5.25087
2730	5.25124
2740	5.2516
2750	5.25197
2760	5.25234
2770	5.2527
2780	5.25307
2790	5.25343
2800	5.2538
2810	5.25417
2820	5.25453
2830	5.2549
2840	5.25526
2850	5.25563
2860	5.256
2870	5.25636
2880	5.25673
2890	5.25709
2900	5.25746
2910	5.25783
2920	5.25819
2930	5.25856
2940	5.25892
2950	5.25929
2960	5.25966
2970	5.26002
2980	5.26039
2990	5.26075
3000	5.26112
