channel,battery_status,battery_status,battery_status,battery_status,battery_status,battery_voltage,battery_voltage,battery_voltage,battery_voltage,battery_voltage,node_humidity,node_humidity,node_humidity,node_humidity,node_humidity,node_temperature,node_temperature,node_temperature,node_temperature,node_temperature,sensor_code,sensor_code,sensor_code,sensor_code,sensor_code,sensor_temperature,sensor_temperature,sensor_temperature,sensor_temperature,sensor_temperature
device_name,node-T001,node-T002,node-T003,node-T004,node-T005,node-T001,node-T002,node-T003,node-T004,node-T005,node-T001,node-T002,node-T003,node-T004,node-T005,node-T001,node-T002,node-T003,node-T004,node-T005,node-T001,node-T002,node-T003,node-T004,node-T005,node-T001,node-T002,node-T003,node-T004,node-T005
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:45:00,3.0,3.0,3.0,3.0,3.0,2.966666666666667,3.013333333333333,3.007,3.025,2.9973333333333336,77.06666666666666,62.26666666666667,69.8,44.96666666666667,69.66666666666667,7.756666666666667,21.163333333333334,18.97,28.093333333333334,18.843333333333334,1.0,1.0,1.0,1.0,1.0,6.31,52.47666666666667,52.03,18.476666666666667,43.72666666666667
2019-11-14 19:00:00,3.0,3.0,3.0,3.0,3.0,2.967,3.012,3.0063333333333335,3.025,2.9979999999999998,77.16666666666667,60.833333333333336,68.96666666666668,45.03333333333333,68.63333333333334,7.78,21.573333333333334,19.226666666666667,28.14,19.193333333333335,1.0,1.0,1.0,1.0,1.0,6.329999999999999,50.913333333333334,50.413333333333334,19.016666666666666,43.163333333333334
2019-11-14 19:15:00,3.0,3.0,3.0,3.0,3.0,2.9659999999999997,3.012,3.007,3.025,2.9979999999999998,78.5,59.93333333333334,68.39999999999999,44.73333333333333,68.36666666666666,7.836666666666667,21.92,19.426666666666666,28.27,19.603333333333335,1.0,1.0,1.0,1.0,1.0,6.373333333333332,51.370000000000005,51.04,19.206666666666667,44.64333333333334
2019-11-14 19:30:00,3.0,3.0,3.0,3.0,3.0,2.966666666666667,3.0126666666666666,3.0063333333333335,3.0263333333333335,2.9979999999999998,77.89999999999999,57.23333333333333,65.39999999999999,45.13333333333333,66.1,7.983333333333333,22.146666666666665,19.61,27.55333333333333,19.993333333333336,1.0,1.0,1.0,1.0,1.0,6.476666666666667,43.973333333333336,43.6,19.12,42.31
2019-11-14 19:45:00,3.0,3.0,3.0,3.0,3.0,2.967,3.0126666666666666,3.007,3.0263333333333335,2.998666666666667,76.86666666666666,56.800000000000004,65.60000000000001,46.46666666666667,65.99999999999999,7.989999999999999,22.186666666666667,19.69333333333333,26.743333333333336,20.316666666666666,1.0,1.0,1.0,1.0,1.0,6.43,40.99666666666667,40.080000000000005,19.226666666666667,38.346666666666664
2019-11-14 20:00:00,3.0,3.0,3.0,3.0,3.0,2.9659999999999997,3.014,3.0083333333333333,3.0269999999999997,2.998666666666667,77.2,57.800000000000004,66.46666666666665,48.56666666666666,65.63333333333334,7.949999999999999,22.163333333333338,19.706666666666667,26.0,20.569999999999997,1.0,1.0,1.0,1.0,1.0,6.37,37.51666666666667,37.18666666666667,18.893333333333334,35.97666666666667
2019-11-14 20:15:00,3.0,3.0,3.0,3.0,3.0,2.965666666666667,3.013333333333333,3.0076666666666667,3.0269999999999997,2.999333333333334,77.63333333333334,59.56666666666667,67.6,49.06666666666666,65.33333333333333,7.786666666666666,21.94333333333334,19.650000000000002,24.956666666666667,20.72,1.0,1.0,1.0,1.0,1.0,6.31,33.24666666666667,33.38999999999999,17.516666666666666,33.43333333333334
2019-11-14 20:30:00,3.0,3.0,3.0,3.0,3.0,2.966666666666667,3.014,3.007,3.0269999999999997,2.999333333333334,78.03333333333333,60.699999999999996,68.43333333333332,49.6,64.6,7.683333333333334,21.536666666666665,19.536666666666665,24.393333333333334,20.796666666666667,1.0,1.0,1.0,1.0,1.0,6.25,30.473333333333333,30.516666666666666,18.286666666666665,31.246666666666666
2019-11-14 20:45:00,3.0,3.0,3.0,3.0,3.0,2.966666666666667,3.014,3.0083333333333333,3.0263333333333335,2.999333333333334,78.06666666666666,62.06666666666666,68.96666666666667,52.96666666666667,64.5,7.626666666666666,21.136666666666667,19.416666666666668,23.796666666666667,20.823333333333334,1.0,1.0,1.0,1.0,1.0,6.203333333333333,28.643333333333334,28.473333333333333,18.22666666666667,29.47666666666667
2019-11-14 21:00:00,3.0,3.0,3.0,3.0,3.0,2.966666666666667,3.013333333333333,3.0076666666666667,3.0263333333333335,2.999333333333334,77.86666666666666,63.1,69.5,54.03333333333333,64.86666666666666,7.663333333333334,20.863333333333333,19.289999999999996,23.52,20.789999999999996,1.0,1.0,1.0,1.0,1.0,6.18,27.06,26.599999999999998,19.016666666666666,28.040000000000003
